Sehir,Id,bolum_adi,Tur,Universite,Fakülte,Ogrenim_sekli,Ozellik,2025_Taban_Puan,2025_Taban_Sıralama,2025_Kontenjan,2025_Dolu_Kontenjan,2025_Bos_Kontenjan,2025_Kontenjan_Orani,2025_Sıralama_Degisim_Orani,2025_Ucret,2024_TabanPuani,2024_TabanSıralama,2024_Kontenjan,2024_Dolu_Kontenjan,2024_Bos_Kontenjan,2024_Kontenjan_Orani,2024_Ucret
İstanbul,202510722,ULUSLARARASI İLİŞKİLER,Vakıf,İstanbul Bilgi Ü.,Sosyal ve Beşeri Bilimler Fak.,%50 İnd.,İng.,-,Dolmadı,93,68,25,"73,1%",-,₺595.000,"243,2906",919.158,93,93,-,"100,0%",₺348.750
İstanbul,210402824,ULUSLARARASI İLİŞKİLER,Vakıf,İstanbul Nişantaşı Ü.,"İktisadi, İdari ve Sosyal Bilimler Fak.",%50 İnd.,-,-,Dolmadı,58,36,22,"62,1%",-,₺330.935,"228,7589",1.122.032,24,24,-,"100,0%",₺140.250
Mersin,201010184,ULUSLARARASI İLİŞKİLER,Vakıf,Çağ Ü.,İktisadi ve İdari Bilimler Fak.,%50 İnd.,İng.,-,Dolmadı,38,35,3,"92,1%",-,₺279.975,-,Dolmadı,34,23,11,"67,6%",₺179.975
İstanbul,210402040,ULUSLARARASI İLİŞKİLER,Vakıf,İstanbul Nişantaşı Ü.,"İktisadi, İdari ve Sosyal Bilimler Fak.",%50 İnd.,İng.,-,Dolmadı,58,28,30,"48,3%",-,₺330.935,"228,6554",1.123.492,50,50,-,"100,0%",₺140.250
İstanbul,208450706,ULUSLARARASI İLİŞKİLER,Vakıf,İstinye Ü.,"İktisadi, İdari ve Sosyal Bilimler Fak.",%50 İnd.,İng.,-,Dolmadı,34,26,8,"76,5%",-,₺375.000,"201,7552",1.490.415,30,30,-,"100,0%",₺250.000
Ankara,200210291,ULUSLARARASI İLİŞKİLER,Vakıf,Atılım Ü.,İşletme Fak.,%50 İnd.,İng.,-,Dolmadı,31,19,12,"61,3%",-,₺425.000,"258,1436",731.911,31,31,-,"100,0%",₺287.500
İstanbul,201210243,ULUSLARARASI İLİŞKİLER,Vakıf,Doğuş Ü.,İktisadi ve İdari Bilimler Fak.,%50 İnd.,İng.,-,Dolmadı,40,15,25,"37,5%",-,₺381.300,"192,3271",1.589.996,42,42,-,"100,0%",₺246.000
İstanbul,210301592,ULUSLARARASI İLİŞKİLER,Vakıf,İstanbul Beykent Ü.,İktisadi ve İdari Bilimler Fak.,%50 İnd.,İng.,-,Dolmadı,37,13,24,"35,1%",-,₺392.593,-,Dolmadı,42,31,11,"73,8%",₺234.000
İstanbul,202310124,ULUSLARARASI İLİŞKİLER,Vakıf,İstanbul Arel Ü.,İktisadi ve İdari Bilimler Fak.,%50 İnd.,-,-,Dolmadı,25,9,16,"36,0%",-,₺280.500,-,Dolmadı,23,9,14,"39,1%",₺239.635
İstanbul,208750698,ULUSLARARASI İLİŞKİLER,Vakıf,İstanbul Kent Ü.,"İktisadi, İdari ve Sosyal Bilimler Fak.",%50 İnd.,İng.,-,Dolmadı,21,8,13,"38,1%",-,₺250.000,-,Dolmadı,24,12,12,"50,0%",₺160.000
Lefkoşa,301810012,ULUSLARARASI İLİŞKİLER,Kıbrıs,Rauf Denktaş Ü.,İşletme ve Ekonomi Fak.,Burslu,İng.,-,Dolmadı,8,6,2,"75,0%",-,-,"171,7277",1.695.017,8,8,-,"100,0%",-
İstanbul,202310557,ULUSLARARASI İLİŞKİLER,Vakıf,İstanbul Arel Ü.,İktisadi ve İdari Bilimler Fak.,%50 İnd.,İng.,-,Dolmadı,30,5,25,"16,7%",-,₺280.500,-,Dolmadı,34,3,31,"8,8%",₺239.635
İstanbul,208151211,ULUSLARARASI İLİŞKİLER,Vakıf,İstanbul Rumeli Ü.,"İktisadi, İdari ve Sosyal Bilimler Fak.",%50 İnd.,-,-,Dolmadı,48,5,43,"10,4%",-,₺361.547,-,Dolmadı,51,25,26,"49,0%",₺204.264
Gazimağusa,300110537,ULUSLARARASI İLİŞKİLER,Kıbrıs,Doğu Akdeniz Ü.,İşletme ve Ekonomi Fak.,Ücretli,İng.,-,Dolmadı,15,5,10,"33,3%",-,₺428.348,-,"m
Dolmadı",15,7,8,"46,7%",₺259.372
İstanbul,202090296,ULUSLARARASI İLİŞKİLER,Vakıf,Işık Ü.,"İktisadi, İdari ve Sosyal Bilimler Fak.",%50 İnd.,İng.,-,Dolmadı,19,4,15,"21,1%",-,₺485.350,"198,4415",1.528.451,20,20,-,"100,0%",₺231.150
Gazimağusa,300190531,ULUSLARARASI İLİŞKİLER,Kıbrıs,Doğu Akdeniz Ü.,İşletme ve Ekonomi Fak.,%50 İnd.,İng.,-,Dolmadı,11,3,8,"27,3%",-,₺214.174,-,Dolmadı,11,6,5,"54,5%",₺140.386
Lefke,300390544,ULUSLARARASI İLİŞKİLER,Kıbrıs,Lefke Avrupa Ü.,İktisadi ve İdari Bilimler Fak.,%50 İnd.,İng.,-,Dolmadı,20,2,18,"10,0%",-,₺161.500,"o
-",Dolmadı,20,3,17,"15,0%",₺110.000
İstanbul,202910206,ULUSLARARASI İLİŞKİLER,Vakıf,Altınbaş Ü.,"İktisadi, İdari ve Sosyal Bilimler Fak.",%50 İnd.,İng.,-,Dolmadı,21,1,20,"4,8%",-,₺345.000,-,Yeni,-,-,-,-,-
Lefkoşa,300410182,ULUSLARARASI İLİŞKİLER,Kıbrıs,Uluslararası Kıbrıs Ü.,İktisadi ve İdari Bilimler Fak.,%50 İnd.,İng.,-,Dolmadı,3,1,2,"33,3%",-,"c
₺179.550",-,Dolmadı,7,2,5,"28,6%",₺118.200
Lefkoşa,301810059,ULUSLARARASI İLİŞKİLER,Kıbrıs,Rauf Denktaş Ü.,İşletme ve Ekonomi Fak.,%50 İnd.,İng.,-,Dolmadı,2,1,1,"50,0%",-,₺75.000,-,Yer.Olmadı,4,-,-,"0,0%",₺214.500
İstanbul,210402033,ULUSLARARASI İLİŞKİLER,Vakıf,İstanbul Nişantaşı Ü.,"İktisadi, İdari ve Sosyal Bilimler Fak.",Ücretli,İng.,-,Yer.Olmadı,1,0,1,"0,0%",".
-",₺661.870,"231,1715",1.087.495,1,1,-,"100,0%",₺280.500
İstanbul,210402817,ULUSLARARASI İLİŞKİLER,Vakıf,İstanbul Nişantaşı Ü.,"İktisadi, İdari ve Sosyal Bilimler Fak.",Ücretli,-,-,Yer.Olmadı,1,0,1,"0,0%",-,₺661.870,"237,3375",1.000.582,1,1,-,"100,0%",₺280.500
Girne,300290447,ULUSLARARASI İLİŞKİLER,Kıbrıs,Girne Amerikan Ü.,Siyasal Bilimler Fak.,%50 İnd.,İng.,-,Yer.Olmadı,10,0,10,"m
0,0%",-,₺186.213,-,Yer.Olmadı,11,-,-,"0,0%",₺100.275
Lefkoşa,300510869,ULUSLARARASI İLİŞKİLER,Kıbrıs,Yakın Doğu Ü.,İktisadi ve İdari Bilimler Fak.,%50 İnd.,İng.,-,Yer.Olmadı,15,0,15,"0,0%",-,₺289.938,-,Dolmadı,20,4,16,"20,0%",₺207.131
Girne,300710425,ULUSLARARASI İLİŞKİLER,Kıbrıs,Girne Ü.,İktisadi ve İdari Bilimler Fak.,%50 İnd.,İng.,-,Yer.Olmadı,5,0,5,"0,0%",-,₺289.938,-,Dolmadı,5,1,4,"20,0%",₺215.131
Lefkoşa,300990146,ULUSLARARASI İLİŞKİLER,Kıbrıs,Kıbrıs Amerikan Ü.,Siyasal Bilgiler Fak.,Ücretli,İng.,-,Yer.Olmadı,10,"i
0",10,"0,0%",-,₺396.800,-,Yer.Olmadı,10,-,-,"0,0%",₺220.000
Lefkoşa,300990153,ULUSLARARASI İLİŞKİLER,Kıbrıs,Kıbrıs Amerikan Ü.,Siyasal Bilgiler Fak.,%50 İnd.,İng.,-,Yer.Olmadı,"l
10",0,10,"0,0%",-,₺198.400,-,Dolmadı,10,1,9,"10,0%",₺125.000
Eskişehir,101090727,ULUSLARARASI İLİŞKİLER (AÖ),Devlet,Anadolu Ü.,Açıköğretim Fak.,A.Ö.,-,"s
262,0116",674.300,250,250,0,"100,0%",-415.527,-,"231,0102",1.089.827,700,700,-,"100,0%",-
Eskişehir,101090734,ULUSLARARASI İLİŞKİLER (AÖ),Devlet,Anadolu Ü.,Açıköğretim Fak.,A.Ö.,İng.,"254,3055",758.100,180,180,0,"100,0%",-165.465,-,"242,9650",923.565,150,150,-,"100,0%",-
İstanbul,206111599,ULUSLARARASI İŞLETME YÖNETİMİ,Vakıf,Yeditepe Ü.,İktisadi ve İdari Bilimler Fak.,Burslu,Alm.,"437,2032",5.660,4,4,0,"100,0%",-363,-,"442,9435",6.023,3,3,-,"100,0%",-
Mersin,201050719,ULUSLARARASI İŞLETME YÖNETİMİ,Vakıf,Çağ Ü.,".
İktisadi ve İdari Bilimler Fak.",Burslu,İng.,"317,3597",248.900,6,6,0,"100,0%",-65.886,-,"305,4765",314.786,5,5,-,"100,0%",-
Lefkoşa,300590393,ULUSLARARASI İŞLETME YÖNETİMİ,Kıbrıs,Yakın Doğu Ü.,İktisadi ve İdari Bilimler Fak.,Burslu,İng.,"269,8942",593.800,4,4,0,"100,0%",-253.459,-,"248,7649",847.259,6,6,-,"100,0%",-
Girne,300290405,ULUSLARARASI İŞLETME YÖNETİMİ,Kıbrıs,Girne Amerikan Ü.,"w
İşletme Fak.",Burslu,İng.,"238,1585",945.700,10,10,0,"100,0%",41.710,-,"244,4229",903.990,6,6,-,"100,0%",-
Girne,300790048,ULUSLARARASI İŞLETME YÖNETİMİ,Kıbrıs,Girne Ü.,İktisadi ve İdari Bilimler Fak.,Burslu,İng.,"232,5508",1.012.000,5,5,0,"100,0%",-147.157,-,"226,1615",1.159.157,5,5,-,"100,0%",-
Malatya,111570316,ULUSLARARASI İŞLETME YÖNETİMİ,Devlet,Malatya Turgut Özal Ü.,Sosyal ve Beşeri Bilimler Fak.,Örgün,-,"226,5997",1.082.000,45,45,0,"100,0%",-212.543,-,"216,6117",1.294.543,45,45,-,"100,0%",-
Mersin,201050720,ULUSLARARASI İŞLETME YÖNETİMİ,Vakıf,Çağ Ü.,İktisadi ve İdari Bilimler Fak.,%50 İnd.,İng.,"217,6790",1.182.000,38,38,0,"100,0%",-21.184,₺279.975,"223,0548",1.203.184,34,34,-,"100,0%",₺179.975
İstanbul,206111606,ULUSLARARASI İŞLETME YÖNETİMİ,Vakıf,Yeditepe Ü.,"w
İktisadi ve İdari Bilimler Fak.",%50 İnd.,Alm.,-,Dolmadı,29,22,7,"75,9%",-,₺563.750,"298,2707",361.401,23,23,-,"100,0%",₺319.000
Lefkoşa,300990059,ULUSLARARASI İŞLETME YÖNETİMİ,Kıbrıs,Kıbrıs Amerikan Ü.,İşletme ve Ekonomi Fak.,Burslu,İng.,-,Dolmadı,10,7,3,"70,0%",-,-,"197,1170",1.542.845,10,10,-,"100,0%",-
Girne,300290637,ULUSLARARASI İŞLETME YÖNETİMİ,Kıbrıs,Girne Amerikan Ü.,İşletme Fak.,%50 İnd.,İng.,-,Dolmadı,10,3,7,"30,0%",-,₺186.213,-,Dolmadı,12,2,10,"16,7%",₺100.275
Lefkoşa,300590443,ULUSLARARASI İŞLETME YÖNETİMİ,Kıbrıs,"w
Yakın Doğu Ü.",İktisadi ve İdari Bilimler Fak.,%50 İnd.,İng.,-,Dolmadı,11,3,8,"27,3%",-,₺289.938,-,Dolmadı,9,7,2,"77,8%",₺207.131
Lefkoşa,300990118,ULUSLARARASI İŞLETME YÖNETİMİ,Kıbrıs,Kıbrıs Amerikan Ü.,İşletme ve Ekonomi Fak.,Ücretli,İng.,-,Dolmadı,10,2,8,"20,0%",-,₺396.800,-,Dolmadı,10,1,9,"10,0%",₺220.000
Lefkoşa,300990125,ULUSLARARASI İŞLETME YÖNETİMİ,Kıbrıs,Kıbrıs Amerikan Ü.,İşletme ve Ekonomi Fak.,%50 İnd.,İng.,-,Dolmadı,10,2,8,"20,0%",-,₺198.400,-,Dolmadı,10,2,8,"20,0%",₺125.000
Girne,300790146,ULUSLARARASI İŞLETME YÖNETİMİ,Kıbrıs,Girne Ü.,İktisadi ve İdari Bilimler Fak.,%50 İnd.,İng.,-,Yer.Olmadı,5,0,5,"0,0%",-,₺289.938,-,Dolmadı,5,1,4,"20,0%",₺215.131
İstanbul,206111906,ULUSLARARASI İŞLETME YÖNETİMİ (UOLP),Vakıf,Yeditepe Ü.,İktisadi ve İdari Bilimler Fak.,Ücretli,Alm.,"262,9991",663.900,2,2,0,"100,0%",479.095,₺1.127.500,"331,8336",184.805,2,2,-,"100,0%",₺638.000
İstanbul,102270147,ULUSLARARASI TİCARET,Devlet,Boğaziçi Ü.,İktisadi ve İdari Bilimler Fak.,Örgün,İng.,"485,0152",880,30,30,0,"100,0%",-289,-,"484,7241",1.169,55,55,-,"100,0%",-
İstanbul,203490195,ULUSLARARASI TİCARET,Vakıf,İstanbul Ticaret Ü.,İşletme Fak.,Burslu,İng.,"367,9688",81.100,10,10,0,"100,0%",-35.322,-,"353,6688",116.422,11,11,-,"100,0%",-
İstanbul,204711933,ULUSLARARASI TİCARET,Vakıf,İstanbul Okan Ü.,İşletme ve Yönetim Bilimleri Fak.,Burslu,İng.,"339,7427",157.100,9,9,0,"100,0%",-25.478,-,"332,4116",182.578,9,9,-,"100,0%",-
İstanbul,204710432,ULUSLARARASI TİCARET,Vakıf,İstanbul Okan Ü.,İşletme ve Yönetim Bilimleri Fak.,Burslu,-,"329,4891",194.900,9,9,0,"100,0%",-22.521,-,"323,9216",217.421,9,9,-,"100,0%",-
Antalya,110590085,ULUSLARARASI TİCARET,Devlet,Alanya Alaaddin Keykubat Ü.,"İktisadi, İdari ve Sosyal Bilimler Fak.",Örgün,-,"286,2369",448.400,75,75,0,"100,0%",-106.651,-,"274,7260",555.051,75,75,-,"100,0%",-
İstanbul,203490202,ULUSLARARASI TİCARET,Vakıf,İstanbul Ticaret Ü.,İşletme Fak.,%50 İnd.,İng.,"282,3529",480.600,57,57,0,"100,0%",-18.505,₺297.500,"280,7570",499.105,58,58,-,"100,0%",₺170.000
Balıkesir,101590189,ULUSLARARASI TİCARET,Devlet,Balıkesir Ü.,Burhaniye Uygulamalı Bilimler Fak.,Örgün,-,"278,8667",510.800,60,60,0,"100,0%",-110.795,-,"268,0828",621.595,60,60,-,"100,0%",-
İstanbul,204711942,ULUSLARARASI TİCARET,Vakıf,İstanbul Okan Ü.,İşletme ve Yönetim Bilimleri Fak.,%50 İnd.,İng.,-,Dolmadı,55,38,17,"69,1%",-,₺460.845,"240,7291",953.775,55,55,-,"100,0%",₺249.104
İstanbul,204710441,ULUSLARARASI TİCARET,Vakıf,İstanbul Okan Ü.,İşletme ve Yönetim Bilimleri Fak.,%50 İnd.,-,-,Dolmadı,55,37,18,"67,3%",-,₺460.845,"217,4391",1.282.895,55,55,-,"100,0%",₺249.104
İstanbul,203490188,ULUSLARARASI TİCARET,Vakıf,İstanbul Ticaret Ü.,İşletme Fak.,Ücretli,İng.,-,Dolmadı,14,4,10,"28,6%",-,₺595.000,"279,1848",513.315,15,15,-,"100,0%",₺340.000
Saraybosna,408810586,ULUSLARARASI TİCARET VE FİNANS,Yabancı,Uluslararası Saraybosna Ü.,Ekonomi ve Yönetim Bilimleri Fak.,%50 İnd.,-,"228,2871",1.062.000,15,15,0,"100,0%",-87.064,Bak,"226,8681",1.149.064,12,12,-,"100,0%",₺80.528
Saraybosna,408810771,ULUSLARARASI TİCARET VE FİNANS,Yabancı,Uluslararası Saraybosna Ü.,Ekonomi ve Yönetim Bilimleri Fak.,%25 İnd.,-,"205,9689",1.301.000,5,5,0,"100,0%",-,Bak,-,"m
Dolmadı",8,2,6,"25,0%",₺120.791
İstanbul,203790202,ULUSLARARASI TİCARET VE FİNANSMAN,Vakıf,Kadir Has Ü.,"İktisadi, İdari ve Sosyal Bilimler Fak.",Burslu,İng.,"410,1820",20.000,7,7,0,"100,0%",-2.388,-,"412,5405",22.388,6,6,-,"100,0%",-
İzmir,203590174,ULUSLARARASI TİCARET VE FİNANSMAN,Vakıf,İzmir Ekonomi Ü.,İşletme Fak.,Burslu,İng.,"409,3361",20.700,10,10,0,"100,0%",-2.624,"c
-","411,4339",23.324,10,10,-,"100,0%",-
İzmir,206090367,ULUSLARARASI TİCARET VE FİNANSMAN,Vakıf,Yaşar Ü.,İşletme Fak.,Burslu,İng.,"384,4447",50.800,9,9,0,"100,0%",-13.212,-,"378,5930",64.012,9,9,-,"100,0%",-
İstanbul,203190112,ULUSLARARASI TİCARET VE FİNANSMAN,Vakıf,İstanbul Medipol Ü.,İşletme ve Yönetim Bilimleri Fak.,Burslu,İng.,"374,9457",67.100,10,10,0,"100,0%",".
-15.885",-,"368,2236",82.985,10,10,-,"100,0%",-
Ankara,200690501,ULUSLARARASI TİCARET VE FİNANSMAN,Vakıf,Başkent Ü.,Ticari Bilimler Fak.,Burslu,-,"365,0784",87.300,7,7,0,"100,0%",-13.075,-,"360,2232",100.375,7,7,-,"100,0%",-
Ankara,209210061,ULUSLARARASI TİCARET VE FİNANSMAN,Vakıf,Ankara Medipol Ü.,"İktisadi, İdari ve Sosyal Bilimler Fak.",Burslu,İng.,"364,5945",88.400,8,8,0,"m
100,0%",-30.692,-,"352,6529",119.092,8,8,-,"100,0%",-
Ankara,201190057,ULUSLARARASI TİCARET VE FİNANSMAN,Vakıf,Çankaya Ü.,İktisadi ve İdari Bilimler Fak.,Burslu,İng.,"363,6714",90.600,7,7,0,"100,0%",-23.224,-,"354,6895",113.824,9,9,-,"100,0%",-
Ankara,209210063,ULUSLARARASI TİCARET VE FİNANSMAN,Vakıf,Ankara Medipol Ü.,"İktisadi, İdari ve Sosyal Bilimler Fak.",Burslu,-,"359,7945",99.700,5,5,0,"100,0%",-27.656,-,"349,5724",127.356,5,5,-,"100,0%",-
İstanbul,203190110,ULUSLARARASI TİCARET VE FİNANSMAN,Vakıf,İstanbul Medipol Ü.,İşletme ve Yönetim Bilimleri Fak.,Burslu,-,"352,4685",118.400,10,"i
10",0,"100,0%",-28.375,-,"342,9300",146.775,10,10,-,"100,0%",-
İstanbul,203490293,ULUSLARARASI TİCARET VE FİNANSMAN,Vakıf,İstanbul Ticaret Ü.,İşletme Fak.,Burslu,-,"347,8577",131.500,"l
7",7,0,"100,0%",-22.172,-,"340,7215",153.672,5,5,-,"100,0%",-
İstanbul,202490632,ULUSLARARASI TİCARET VE FİNANSMAN,Vakıf,İstanbul Aydın Ü.,İktisadi ve İdari Bilimler Fak.,Burslu,İng.,"346,9743",134.100,10,10,0,"100,0%",-18.906,-,"340,9392",153.006,10,10,-,"100,0%",-
Ankara,209110038,ULUSLARARASI TİCARET VE FİNANSMAN,Vakıf,Ostim Teknik Ü.,İktisadi ve İdari Bilimler Fak.,Burslu,İng.,"346,0014","a
137.000",10,10,0,"100,0%",-15.699,-,"341,0337",152.699,7,7,-,"100,0%",-
İstanbul,203211293,ULUSLARARASI TİCARET VE FİNANSMAN,Vakıf,İstanbul Sabahattin Zaim Ü.,İşletme ve Yönetim Bilimleri Fak.,Burslu,İng.,"343,9181",143.500,8,8,0,"100,0%",15.218,-,"349,2277",128.282,7,7,-,"100,0%",-
İstanbul,203090167,ULUSLARARASI TİCARET VE FİNANSMAN,Vakıf,İstanbul Kültür Ü.,İktisadi ve İdari Bilimler Fak.,Burslu,İng.,"s
342,8794",146.800,10,10,0,"100,0%",-11.448,-,"339,2857",158.248,8,8,-,"100,0%",-
İstanbul,202090297,ULUSLARARASI TİCARET VE FİNANSMAN,Vakıf,Işık Ü.,"İktisadi, İdari ve Sosyal Bilimler Fak.",Burslu,İng.,"339,6618",157.300,5,5,0,"100,0%",-17.923,-,"334,3883",175.223,4,4,-,"100,0%",-
İstanbul,210301613,ULUSLARARASI TİCARET VE FİNANSMAN,Vakıf,İstanbul Beykent Ü.,İktisadi ve İdari Bilimler Fak.,Burslu,"n
İng.","338,9517",159.900,9,9,0,"100,0%",-19.661,-,"333,2177",179.561,8,8,-,"100,0%",-
İstanbul,202990166,ULUSLARARASI TİCARET VE FİNANSMAN,Vakıf,Altınbaş Ü.,İşletme Fak.,Burslu,İng.,"337,9229",163.500,4,4,0,"100,0%",-25.827,-,"330,6425",189.327,4,4,-,"100,0%",-
İstanbul,203090164,ULUSLARARASI TİCARET VE FİNANSMAN,Vakıf,İstanbul Kültür Ü.,İktisadi ve İdari Bilimler Fak.,"u
Burslu",-,"337,8818",163.600,8,8,0,"100,0%",-22.892,-,"331,3892",186.492,7,7,-,"100,0%",-
Ankara,205850543,ULUSLARARASI TİCARET VE FİNANSMAN,Vakıf,Ufuk Ü.,İktisadi ve İdari Bilimler Fak.,Burslu,-,"336,6921",167.700,6,6,0,"100,0%",-31.812,-,"328,0978",199.512,6,6,-,"100,0%",-
Ankara,111790327,ULUSLARARASI TİCARET VE FİNANSMAN,Devlet,Ankara Hacı Bayram Veli Ü.,".
İktisadi ve İdari Bilimler Fak.",Örgün,-,"336,2735",169.200,85,85,0,"100,0%",-58.639,-,"321,6081",227.839,85,85,-,"100,0%",-
İstanbul,203211291,ULUSLARARASI TİCARET VE FİNANSMAN,Vakıf,İstanbul Sabahattin Zaim Ü.,İşletme ve Yönetim Bilimleri Fak.,Burslu,-,"334,7980",174.500,9,9,0,"100,0%",-10.545,-,"331,7704",185.045,7,7,-,"100,0%",-
İstanbul,210301599,ULUSLARARASI TİCARET VE FİNANSMAN,Vakıf,İstanbul Beykent Ü.,"w
İktisadi ve İdari Bilimler Fak.",Burslu,-,"332,2203",184.100,8,8,0,"100,0%",-27.777,-,"325,1895",211.877,7,7,-,"100,0%",-
İstanbul,202390203,ULUSLARARASI TİCARET VE FİNANSMAN,Vakıf,İstanbul Arel Ü.,İktisadi ve İdari Bilimler Fak.,Burslu,İng.,"330,9647",189.100,4,4,0,"100,0%",-27.893,-,"324,0154",216.993,4,4,-,"100,0%",-
İstanbul,209310390,ULUSLARARASI TİCARET VE FİNANSMAN,Vakıf,İstanbul Atlas Ü.,İnsan ve Toplum Bilimleri Fak.,Burslu,İng.,"330,8133",189.700,5,5,0,"100,0%",-,-,-,Yeni,-,-,-,-,-
İstanbul,202790477,ULUSLARARASI TİCARET VE FİNANSMAN,Vakıf,İstanbul Gelişim Ü.,"İktisadi, İdari ve Sosyal Bilimler Fak.",Burslu,İng.,"329,3540",195.500,9,9,0,"100,0%",-24.155,-,"323,4211",219.655,5,5,-,"100,0%",-
İstanbul,201790254,ULUSLARARASI TİCARET VE FİNANSMAN,Vakıf,İstanbul Gedik Ü.,"w
İktisadi, İdari ve Sosyal Bilimler Fak.",Burslu,İng.,"325,0053",213.700,6,6,0,"100,0%",-3.412,-,"323,9920",217.112,6,6,-,"100,0%",-
İstanbul,200851601,ULUSLARARASI TİCARET VE FİNANSMAN,Vakıf,Beykoz Ü.,İşletme ve Yönetim Bilimleri Fak.,Burslu,İng.,"323,5757",219.900,7,7,0,"100,0%",-21.256,-,"318,7795",241.156,5,5,-,"100,0%",-
İstanbul,202790475,ULUSLARARASI TİCARET VE FİNANSMAN,Vakıf,İstanbul Gelişim Ü.,"İktisadi, İdari ve Sosyal Bilimler Fak.",Burslu,-,"322,4039",225.200,9,9,0,"100,0%",-31.978,-,"315,5797",257.178,5,5,-,"100,0%",-
Denizli,108690195,ULUSLARARASI TİCARET VE FİNANSMAN,Devlet,"w
Pamukkale Ü.",İktisadi ve İdari Bilimler Fak.,Örgün,-,"308,2682",297.300,75,75,0,"100,0%",-72.577,-,"297,0608",369.877,75,75,-,"100,0%",-
İstanbul,207590107,ULUSLARARASI TİCARET VE FİNANSMAN,Vakıf,İstanbul Esenyurt Ü.,İşletme ve Yönetim Bilimleri Fak.,Burslu,-,"305,2043",315.200,3,3,0,"100,0%",-30.623,-,"300,5643",345.823,4,4,-,"100,0%",-
Muğla,107690227,ULUSLARARASI TİCARET VE FİNANSMAN,Devlet,Muğla Sıtkı Koçman Ü.,İktisadi ve İdari Bilimler Fak.,Örgün,-,"304,2433",321.100,75,75,0,"100,0%",-86.117,-,"291,9517",407.217,75,75,-,"100,0%",-
Konya,108990444,ULUSLARARASI TİCARET VE FİNANSMAN,Devlet,Selçuk Ü.,İktisadi ve İdari Bilimler Fak.,Örgün,-,"302,0539",334.800,75,75,0,"100,0%",-71.394,-,"292,0890",406.194,75,75,-,"100,0%",-
Kocaeli,209710353,ULUSLARARASI TİCARET VE FİNANSMAN,Vakıf,Kocaeli Sağlık ve Teknoloji Ü.,Sosyal ve Beşeri Bilimler Fak.,Burslu,-,"301,2012",340.300,5,5,0,"100,0%",-,-,-,Yeni,-,-,-,-,-
Manisa,102590280,ULUSLARARASI TİCARET VE FİNANSMAN,Devlet,Manisa Celâl Bayar Ü.,Uygulamalı Bilimler Fak.,Örgün,-,"299,7925",349.700,105,105,0,"100,0%",-131.054,-,"282,8566",480.754,105,105,-,"100,0%",-
Sakarya,111890207,ULUSLARARASI TİCARET VE FİNANSMAN,Devlet,Sakarya Uygulamalı Bilimler Ü.,Uygulamalı Bilimler Fak.,Örgün,-,"294,1561",388.300,60,60,0,"100,0%",-129.712,-,"278,6785",518.012,60,60,-,"100,0%",-
İzmir,203590175,ULUSLARARASI TİCARET VE FİNANSMAN,Vakıf,İzmir Ekonomi Ü.,İşletme Fak.,%50 İnd.,İng.,"293,4705",393.300,67,67,0,"100,0%",-1.576,₺414.000,"293,6012",394.876,67,67,-,"100,0%",₺236.500
Adana,110410475,ULUSLARARASI TİCARET VE FİNANSMAN,Devlet,Adana Alparslan Türkeş Bilim ve Teknoloji Ü.,"İktisadi, İdari ve Sosyal Bilimler Fak.",Örgün,İng.,"291,1348",410.400,55,55,0,"100,0%",-89.985,-,"280,6189",500.385,55,55,-,"100,0%",-
Yalova,109970311,ULUSLARARASI TİCARET VE FİNANSMAN,Devlet,Yalova Ü.,Yalova İktisadi ve İdari Bilimler Fak.,Örgün,-,"290,3824",416.100,70,70,0,"100,0%",-133.040,-,"275,3515",549.140,70,70,-,"100,0%",-
Konya,107090214,ULUSLARARASI TİCARET VE FİNANSMAN,Devlet,Necmettin Erbakan Ü.,Uygulamalı Bilimler Fak.,Örgün,-,"287,0989",441.500,60,60,0,"100,0%",-126.482,-,"273,3804",567.982,60,60,-,"100,0%",-
Aydın,100390230,ULUSLARARASI TİCARET VE FİNANSMAN,Devlet,Aydın Adnan Menderes Ü.,Nazilli İktisadi ve İdari Bilimler Fak.,Örgün,-,"278,8706",510.800,70,70,0,"100,0%",-90.593,-,"270,0492",601.393,70,70,-,"100,0%",-
Düzce,103390163,ULUSLARARASI TİCARET VE FİNANSMAN,Devlet,Düzce Ü.,İşletme Fak.,Örgün,-,"275,2669",543.100,75,75,0,"100,0%",-163.142,-,"260,3586",706.242,75,75,-,"100,0%",-
İstanbul,203490300,ULUSLARARASI TİCARET VE FİNANSMAN,Vakıf,İstanbul Ticaret Ü.,İşletme Fak.,%50 İnd.,-,"270,6351",586.500,35,35,0,"100,0%",-47.137,₺297.500,"266,9295",633.637,28,28,-,"100,0%",₺170.000
Kütahya,103290211,ULUSLARARASI TİCARET VE FİNANSMAN,Devlet,Kütahya Dumlupınar Ü.,İktisadi ve İdari Bilimler Fak.,Örgün,-,"267,6201",616.200,75,75,0,"100,0%",-156.808,-,"254,7105",773.008,75,75,-,"100,0%",-
İstanbul,203090166,ULUSLARARASI TİCARET VE FİNANSMAN,Vakıf,İstanbul Kültür Ü.,İktisadi ve İdari Bilimler Fak.,Ücretli,İng.,"266,6779",625.800,10,10,0,"100,0%",-14.914,₺895.000,"266,2575",640.714,9,9,-,"100,0%",₺596.000
