Sehir,Id,bolum_adi,Tur,Universite,Fakülte,Ogrenim_sekli,Ozellik,2025_Taban_Puan,2025_Taban_Sıralama,2025_Kontenjan,2025_Dolu_Kontenjan,2025_Bos_Kontenjan,2025_Kontenjan_Orani,2025_Sıralama_Degisim_Orani,2025_Ucret,2024_TabanPuani,2024_TabanSıralama,2024_Kontenjan,2024_Dolu_Kontenjan,2024_Bos_Kontenjan,2024_Kontenjan_Orani,2024_Ucret
İstanbul,207590415,ELEKTRONİK TİCARET VE YÖNETİMİ,Vakıf,İstanbul Esenyurt Ü.,İşletme ve Yönetim Bilimleri Fak.,%50 İnd.,-,-,Dolmadı,10,1,9,"10,0%",-,₺275.000,-,Dolmadı,25,7,18,"28,0%",₺170.000
Genel,101190520,ELEKTRONİK TİCARET VE YÖNETİMİ (AÖ),Devlet,Ankara Ü.,Açık ve Uzaktan Eğitim Fak.,A.Ö.,-,"226,6709",1.081.000,1.000,1.000,0,"100,0%",-222.766,-,"215,9432",1.303.766,1.000,1.000,-,"100,0%",-
Ankara,111790339,EMLAK VE EMLAK YÖNETİMİ,Devlet,Ankara Hacı Bayram Veli Ü.,Tapu Kadastro Y.O.,Örgün,-,"280,0340",500.600,50,50,0,"100,0%",-81.444,-,"271,9596",582.044,50,50,-,"100,0%",-
Konya,204090216,ENERJİ YÖNETİMİ,Vakıf,KTO Karatay Ü.,"İktisadi, İdari ve Sosyal Bilimler Fak.",Burslu,-,"317,1709",249.800,6,6,0,"100,0%",-57.091,-,"306,7822",306.891,5,5,-,"100,0%",-
Çanakkale,102790235,ENERJİ YÖNETİMİ,Devlet,Çanakkale Onsekiz Mart Ü.,Çanakkale Uygulamalı Bilimler Fak.,Örgün,-,"306,8286",305.700,35,35,0,"100,0%",-74.149,-,"295,6694",379.849,35,35,-,"100,0%",-
Konya,204090230,ENERJİ YÖNETİMİ,Vakıf,KTO Karatay Ü.,"İktisadi, İdari ve Sosyal Bilimler Fak.",%50 İnd.,-,-,Dolmadı,36,29,7,"80,6%",-,₺222.750,"204,1842",1.460.875,28,28,-,"100,0%",₺134.750
Konya,204090223,ENERJİ YÖNETİMİ,Vakıf,KTO Karatay Ü.,"İktisadi, İdari ve Sosyal Bilimler Fak.",Ücretli,-,-,Dolmadı,6,1,5,"16,7%",-,₺445.500,"186,0666",1.639.517,6,6,-,"100,0%",₺269.500
Üsküp,409610650,E-TİCARET,Yabancı,Uluslararası Balkan Ü.,İktisadi ve İdari Bilimler Fak.,Ücretli,-,-,Dolmadı,5,1,4,"20,0%",-,Bak,-,Dolmadı,10,3,7,"30,0%",₺107.370
Üsküp,409610664,E-TİCARET,Yabancı,Uluslararası Balkan Ü.,İktisadi ve İdari Bilimler Fak.,%25 İnd.,-,-,Dolmadı,5,1,4,"20,0%",-,Bak,-,Yer.Olmadı,5,-,-,"0,0%",₺80.528
Üsküp,409610657,E-TİCARET,Yabancı,Uluslararası Balkan Ü.,İktisadi ve İdari Bilimler Fak.,%50 İnd.,-,-,Yer.Olmadı,5,0,5,"0,0%",-,Bak,-,"m
Yer.Olmadı",5,-,-,"0,0%",₺53.685
İstanbul,203910036,FELSEFE,Vakıf,Koç Ü.,İnsani Bilimler ve Edebiyat Fak.,Burslu,İng.,"477,2469",1.200,6,6,0,"100,0%",-883,-,"468,7967",2.083,6,6,-,"100,0%",-
İstanbul,102270182,FELSEFE,Devlet,Boğaziçi Ü.,İnsan ve Toplum Bilimleri Fak.,Örgün,İng.,"436,5545",5.850,35,35,0,"100,0%",-2.893,"c
-","435,1001",8.743,35,35,-,"100,0%",-
İstanbul,104010016,FELSEFE,Devlet,Galatasaray Ü.,Fen-Edebiyat Fak.,Örgün,Fra.,"418,3258",14.100,30,30,0,"100,0%",-3.594,-,"418,6499",17.694,30,30,-,"100,0%",-
Ankara,108410115,FELSEFE,Devlet,Orta Doğu Teknik Ü.,Fen-Edebiyat Fak.,Örgün,İng.,"402,7083",27.000,40,40,0,"100,0%",".
-8.238",-,"399,2361",35.238,40,40,-,"100,0%",-
Ankara,202110929,FELSEFE,Vakıf,İhsan Doğramacı Bilkent Ü.,İnsani Bilimler ve Edebiyat Fak.,Burslu,İng.,"396,9252",33.500,15,15,0,"100,0%",16.681,-,"419,9374",16.819,15,15,-,"100,0%",-
Ankara,101190201,FELSEFE,Devlet,Ankara Ü.,Dil ve Tarih Coğrafya Fak.,Örgün,İng.,"342,2284",148.900,20,20,0,"m
100,0%",-50.901,-,"328,0261",199.801,20,20,-,"100,0%",-
İstanbul,206110168,FELSEFE,Vakıf,Yeditepe Ü.,Fen-Edebiyat Fak.,Burslu,İng.,"340,6641",154.000,10,10,0,"100,0%",-87.543,-,"318,6985",241.543,10,10,-,"100,0%",-
Ankara,104810071,FELSEFE,Devlet,Hacettepe Ü.,Edebiyat Fak.,Örgün,-,"330,4767",191.000,35,35,0,"100,0%",-36.425,-,"321,7057",227.425,50,50,-,"100,0%",-
İstanbul,107290433,FELSEFE,Devlet,Marmara Ü.,İnsan ve Toplum Bilimleri Fak.,Örgün,İng.,"324,9141",214.100,40,"i
40",0,"100,0%",-16.565,-,"320,9834",230.665,40,40,-,"100,0%",-
İstanbul,107510117,FELSEFE,Devlet,Mimar Sinan Güzel Sanatlar Ü.,Fen-Edebiyat Fak.,Örgün,-,"321,0850",231.200,"l
35",35,0,"100,0%",-40.399,-,"312,8676",271.599,50,50,-,"100,0%",-
İstanbul,105610158,FELSEFE,Devlet,İstanbul Ü.,Edebiyat Fak.,Örgün,-,"320,3010",234.700,45,45,0,"100,0%",-47.524,-,"310,9699",282.224,70,70,-,"100,0%",-
Ankara,101110139,FELSEFE,Devlet,Ankara Ü.,Dil ve Tarih Coğrafya Fak.,Örgün,-,"319,2176","a
239.800",40,40,0,"100,0%",-5.377,-,"317,9587",245.177,30,30,-,"100,0%",-
İstanbul,202210028,FELSEFE,Vakıf,İstanbul 29 Mayıs Ü.,Edebiyat Fak.,Burslu,-,"316,3135",254.000,4,4,0,"100,0%",-6.279,-,"315,0006",260.279,4,4,-,"100,0%",-
İstanbul,206552531,FELSEFE,Vakıf,Üsküdar Ü.,İnsan ve Toplum Bilimleri Fak.,Burslu,-,"s
308,2771",297.200,4,4,0,"100,0%",-5.473,-,"307,4790",302.673,4,4,-,"100,0%",-
İzmir,103410078,FELSEFE,Devlet,Ege Ü.,Edebiyat Fak.,Örgün,-,"306,7994",305.900,35,35,0,"100,0%",-62.478,-,"297,2719",368.378,40,40,-,"100,0%",-
İstanbul,205090366,FELSEFE,Vakıf,İstanbul Topkapı Ü.,İnsan ve Toplum Bilimleri Fak.,Burslu,"n
İng.","305,8384",311.400,4,4,0,"100,0%",-97.597,-,"291,7229",408.997,4,4,-,"100,0%",-
İstanbul,105410018,FELSEFE,Devlet,İstanbul Medeniyet Ü.,Edebiyat Fak.,Örgün,-,"302,4675",332.100,35,35,0,"100,0%",-33.244,-,"297,7075",365.344,40,40,-,"100,0%",-
İstanbul,204111012,FELSEFE,Vakıf,Maltepe Ü.,İnsan ve Toplum Bilimleri Fak.,"u
Burslu",-,"294,5729",385.300,10,10,0,"100,0%",-138.831,-,"278,0069",524.131,10,10,-,"100,0%",-
Ankara,111710096,FELSEFE,Devlet,Ankara Hacı Bayram Veli Ü.,Edebiyat Fak.,Örgün,-,"292,9003",397.400,35,35,0,"100,0%",-29.002,-,"289,4719",426.402,40,40,-,"100,0%",-
İzmir,103110742,FELSEFE,Devlet,Dokuz Eylül Ü.,".
Edebiyat Fak.",Örgün,-,"291,9955",403.900,30,30,0,"100,0%",-36.605,-,"287,7151",440.505,30,30,-,"100,0%",-
Antalya,100710075,FELSEFE,Devlet,Akdeniz Ü.,Edebiyat Fak.,Örgün,-,"291,3495",408.800,35,35,0,"100,0%",-119.535,-,"277,5548",528.335,50,50,-,"100,0%",-
Ankara,110910371,FELSEFE,Devlet,Ankara Sosyal Bilimler Ü.,"w
Sosyal ve Beşeri Bilimler Fak.",Örgün,-,"290,8595",412.400,30,30,0,"100,0%",-18.631,-,"288,8929",431.031,30,30,-,"100,0%",-
Bursa,109710127,FELSEFE,Devlet,Bursa Uludağ Ü.,Fen-Edebiyat Fak.,Örgün,-,"289,8754",419.800,35,35,0,"100,0%",-95.264,-,"278,9921",515.064,50,50,-,"100,0%",-
Eskişehir,101010034,FELSEFE,Devlet,Anadolu Ü.,Edebiyat Fak.,Örgün,-,"288,8348",427.800,35,35,0,"100,0%",-48.822,-,"283,3337",476.622,50,50,-,"100,0%",-
Ankara,110010129,FELSEFE,Devlet,Ankara Yıldırım Beyazıt Ü.,İnsan ve Toplum Bilimleri Fak.,Örgün,-,"280,2013",499.200,40,40,0,"100,0%",-61.274,-,"274,1674",560.474,50,50,-,"100,0%",-
Kocaeli,106910107,FELSEFE,Devlet,Kocaeli Ü.,"w
Fen-Edebiyat Fak.",Örgün,-,"275,5370",540.500,35,35,0,"100,0%",-73.069,-,"268,8597",613.569,40,40,-,"100,0%",-
İzmir,105710209,FELSEFE,Devlet,İzmir Katip Çelebi Ü.,Sosyal ve Beşeri Bilimler Fak.,Örgün,-,"272,6313",567.600,35,35,0,"100,0%",-49.026,-,"268,5575",616.626,50,50,-,"100,0%",-
Çanakkale,102790237,FELSEFE,Devlet,Çanakkale Onsekiz Mart Ü.,İnsan ve Toplum Bilimleri Fak.,Örgün,-,"268,6534",606.200,35,35,0,"100,0%",-62.343,-,"263,6735",668.543,40,40,-,"100,0%",-
Sakarya,108810138,FELSEFE,Devlet,"w
Sakarya Ü.",İnsan ve Toplum Bilimleri Fak.,Örgün,-,"265,9332",633.400,35,35,0,"100,0%",-79.451,-,"259,7822",712.851,50,50,-,"100,0%",-
Muğla,107610116,FELSEFE,Devlet,Muğla Sıtkı Koçman Ü.,Edebiyat Fak.,Örgün,-,"261,4017",680.800,35,35,0,"100,0%",-66.075,-,"256,8581",746.875,40,40,-,"100,0%",-
Samsun,108210692,FELSEFE,Devlet,Ondokuz Mayıs Ü.,İnsan ve Toplum Bilimleri Fak.,Örgün,-,"261,3590",681.200,35,35,0,"100,0%",-60.658,-,"257,2891",741.858,40,40,-,"100,0%",-
Gaziantep,104210632,FELSEFE,Devlet,Gaziantep Ü.,Fen-Edebiyat Fak.,Örgün,-,"260,8059",687.100,35,35,0,"100,0%",-114.306,-,"252,3984",801.406,40,40,-,"100,0%",-
Denizli,108610104,FELSEFE,Devlet,Pamukkale Ü.,İnsan ve Toplum Bilimleri Fak.,Örgün,-,"259,9523",696.000,35,35,0,"100,0%",-89.272,-,"253,7040",785.272,50,50,-,"100,0%",-
Mersin,107410118,FELSEFE,Devlet,Mersin Ü.,İnsan ve Toplum Bilimleri Fak.,Örgün,-,"259,4439",701.500,35,35,0,"100,0%",-90.264,-,"253,1747",791.764,50,50,-,"100,0%",-
Manisa,102590454,FELSEFE,Devlet,Manisa Celâl Bayar Ü.,İnsan ve Toplum Bilimleri Fak.,Örgün,-,"256,7956",730.300,35,35,0,"100,0%",-133.724,-,"247,4742",864.024,50,50,-,"100,0%",-
Aydın,100310079,FELSEFE,Devlet,Aydın Adnan Menderes Ü.,İnsan ve Toplum Bilimleri Fak.,Örgün,-,"253,9643",762.200,35,35,0,"100,0%",-60.412,-,"250,7033",822.612,50,50,-,"100,0%",-
Kayseri,103510905,FELSEFE,Devlet,Erciyes Ü.,Edebiyat Fak.,Örgün,-,"253,8121",763.600,35,35,0,"100,0%",-108.540,-,"246,8438",872.140,50,50,-,"100,0%",-
Konya,108911602,FELSEFE,Devlet,Selçuk Ü.,Edebiyat Fak.,Örgün,-,"251,2453",792.500,30,30,0,"100,0%",-73.432,-,"247,3260",865.932,30,30,-,"100,0%",-
Diyarbakır,103090310,FELSEFE,Devlet,Dicle Ü.,Sezai Karakoç Edebiyat Fak.,Örgün,-,"247,3960",836.900,35,35,0,"100,0%",-116.765,-,"240,7368",953.665,36,36,-,"100,0%",-
Isparta,109290431,FELSEFE,Devlet,Süleyman Demirel Ü.,İnsan ve Toplum Bilimleri Fak.,Örgün,-,"247,0667",840.700,30,30,0,"100,0%",-57.819,-,"244,8414",898.519,30,30,-,"100,0%",-
Konya,107010334,FELSEFE,Devlet,Necmettin Erbakan Ü.,Sosyal ve Beşeri Bilimler Fak.,Örgün,-,"243,8447",878.600,35,35,0,"100,0%",-88.358,-,"239,7725",966.958,40,40,-,"100,0%",-
Kırıkkale,106690391,FELSEFE,Devlet,Kırıkkale Ü.,İnsan ve Toplum Bilimleri Fak.,Örgün,-,"241,5939",905.100,35,35,0,"100,0%",-145.666,-,"233,7772",1.050.766,40,40,-,"100,0%",-
Düzce,103310607,FELSEFE,Devlet,Düzce Ü.,Fen-Edebiyat Fak.,Örgün,-,"238,7646",938.700,30,30,0,"100,0%",-58.982,-,"237,5432",997.682,30,30,-,"100,0%",-
Kırklareli,106710048,FELSEFE,Devlet,Kırklareli Ü.,Fen-Edebiyat Fak.,Örgün,-,"233,9381",995.600,35,35,0,"100,0%",-152.545,-,"226,9337",1.148.145,50,50,-,"100,0%",-
Afyon,100410924,FELSEFE,Devlet,Afyon Kocatepe Ü.,Fen-Edebiyat Fak.,Örgün,-,"232,6388",1.011.000,35,35,0,"100,0%",-100.586,-,"229,4916",1.111.586,40,40,-,"100,0%",-
Erzurum,101410093,FELSEFE,Devlet,Atatürk Ü.,Edebiyat Fak.,Örgün,-,"231,8305",1.020.000,35,35,0,"100,0%",-31.591,-,"233,7193",1.051.591,40,40,-,"100,0%",-
Nevşehir,108010455,FELSEFE,Devlet,Nevşehir Hacı Bektaş Veli Ü.,Fen-Edebiyat Fak.,Örgün,-,"230,8669",1.032.000,30,30,0,"100,0%",-49.648,-,"231,5819",1.081.648,30,30,-,"100,0%",-
Van,110210603,FELSEFE,Devlet,Van Yüzüncü Yıl Ü.,Edebiyat Fak.,Örgün,-,"230,1767",1.040.000,35,35,0,"100,0%",-12.593,-,"233,6447",1.052.593,40,40,-,"100,0%",-
Bartın,101610294,FELSEFE,Devlet,Bartın Ü.,Edebiyat Fak.,Örgün,-,"229,4062",1.049.000,30,30,0,"100,0%",-119.463,-,"225,5023",1.168.463,30,30,-,"100,0%",-
Malatya,105310443,FELSEFE,Devlet,İnönü Ü.,Fen-Edebiyat Fak.,Örgün,-,"229,3138",1.050.000,32,32,0,"100,0%",-102.401,-,"226,6327",1.152.401,32,32,-,"100,0%",-
Burdur,107310507,FELSEFE,Devlet,Burdur Mehmet Akif Ersoy Ü.,Fen-Edebiyat Fak.,Örgün,-,"228,1976",1.063.000,30,30,0,"100,0%",-90.357,-,"226,5648",1.153.357,30,30,-,"100,0%",-
Aksaray,100810356,FELSEFE,Devlet,Aksaray Ü.,Fen-Edebiyat Fak.,Örgün,-,"225,8269",1.090.000,20,20,0,"100,0%",-48.867,-,"227,5790",1.138.867,20,20,-,"100,0%",-
Erzurum,103710084,FELSEFE,Devlet,Erzurum Teknik Ü.,Edebiyat Fak.,Örgün,-,"222,4261",1.129.000,25,25,0,"100,0%",-49.329,-,"224,8131",1.178.329,25,25,-,"100,0%",-
Mardin,107110069,FELSEFE,Devlet,Mardin Artuklu Ü.,Edebiyat Fak.,Örgün,-,"222,3924",1.130.000,35,35,0,"100,0%",-76.004,-,"222,8598","m
1.206.004",40,40,-,"100,0%",-
Sivas,102610122,FELSEFE,Devlet,Sivas Cumhuriyet Ü.,Edebiyat Fak.,Örgün,-,"222,2616",1.131.000,35,35,0,"100,0%",-67.269,-,"223,4051",1.198.269,40,40,-,"100,0%",-
İstanbul,203910045,FELSEFE,Vakıf,Koç Ü.,İnsani Bilimler ve Edebiyat Fak.,%50 İnd.,İng.,"221,4921",1.140.000,2,2,0,"100,0%",1.077.392,₺795.000,"379,4299",62.608,2,2,-,"100,0%",₺537.500
K.Maraş,106090178,FELSEFE,Devlet,Kahramanmaraş Sütçü İmam Ü.,İnsan ve Toplum Bilimleri Fak.,Örgün,-,"221,3557",1.141.000,30,30,0,"100,0%",-136.679,-,"o
217,8178",1.277.679,30,30,-,"100,0%",-
Zonguldak,110390349,FELSEFE,Devlet,Zonguldak Bülent Ecevit Ü.,Teoman Duralı İnsan ve Toplum Bilimleri Fak.,Örgün,-,"220,8791",1.146.000,30,30,0,"100,0%",-,-,-,Yeni,-,-,-,-,-
Kastamonu,106410148,FELSEFE,Devlet,Kastamonu Ü.,İnsan ve Toplum Bilimleri Fak.,Örgün,-,"219,0674",1.167.000,30,30,0,"100,0%",-85.607,"c
-","219,5906",1.252.607,30,30,-,"100,0%",-
Kırşehir,100610367,FELSEFE,Devlet,Kırşehir Ahi Evran Ü.,Fen-Edebiyat Fak.,Örgün,-,"217,0498",1.189.000,35,35,0,"100,0%",-84.260,-,"218,1262",1.273.260,40,40,-,"100,0%",-
Karaman,106310176,FELSEFE,Devlet,Karamanoğlu Mehmetbey Ü.,Edebiyat Fak.,Örgün,-,"215,2300",1.208.000,35,35,0,"100,0%",".
-93.748",-,"216,0893",1.301.748,40,40,-,"100,0%",-
Çankırı,102890277,FELSEFE,Devlet,Çankırı Karatekin Ü.,İnsan ve Toplum Bilimleri Fak.,Örgün,-,"213,8940",1.222.000,35,35,0,"100,0%",-71.703,-,"216,6731",1.293.703,40,40,-,"100,0%",-
Artvin,101310261,FELSEFE,Devlet,Artvin Çoruh Ü.,Fen-Edebiyat Fak.,Örgün,-,"213,2455",1.229.000,30,30,0,"m
100,0%",-76.877,-,"215,7941",1.305.877,30,30,-,"100,0%",-
Kilis,106870411,FELSEFE,Devlet,Kilis 7 Aralık Ü.,İnsan ve Toplum Bilimleri Fak.,Örgün,-,"213,1678",1.230.000,32,32,0,"100,0%",-104.191,-,"213,7649",1.334.191,32,32,-,"100,0%",-
Karabük,106190453,FELSEFE,Devlet,Karabük Ü.,İnsan ve Toplum Bilimleri Fak.,Örgün,-,"213,0068",1.231.000,30,30,0,"100,0%",-36.827,-,"218,5089",1.267.827,30,30,-,"100,0%",-
Gümüşhane,104710275,FELSEFE,Devlet,Gümüşhane Ü.,Edebiyat Fak.,Örgün,-,"212,3463",1.238.000,30,"i
30",0,"100,0%",-72.356,-,"215,4847",1.310.356,30,30,-,"100,0%",-
Tunceli,109510192,FELSEFE,Devlet,Munzur Ü.,Edebiyat Fak.,Örgün,-,"209,8343",1.264.000,"l
30",30,0,"100,0%",-84.378,-,"212,7416",1.348.378,30,30,-,"100,0%",-
Ardahan,101290121,FELSEFE,Devlet,Ardahan Ü.,İnsani Bilimler ve Edebiyat Fak.,Örgün,-,"208,9254",1.273.000,20,20,0,"100,0%",-108.697,-,"210,2903",1.381.697,20,20,-,"100,0%",-
Bingöl,102010137,FELSEFE,Devlet,Bingöl Ü.,Fen-Edebiyat Fak.,Örgün,-,"208,5033","a
1.277.000",30,30,0,"100,0%",-43.567,-,"214,7519",1.320.567,30,30,-,"100,0%",-
Muş,107810105,FELSEFE,Devlet,Muş Alparslan Ü.,Fen-Edebiyat Fak.,Örgün,-,"206,5317",1.296.000,25,25,0,"100,0%",-61.283,-,"212,0976",1.357.283,25,25,-,"100,0%",-
İstanbul,206552532,FELSEFE,Vakıf,Üsküdar Ü.,İnsan ve Toplum Bilimleri Fak.,%50 İnd.,-,"s
-",Dolmadı,26,12,14,"46,2%",-,₺140.800,-,Dolmadı,26,18,8,"69,2%",₺91.735
İstanbul,202210073,FELSEFE,Vakıf,İstanbul 29 Mayıs Ü.,Edebiyat Fak.,%50 İnd.,-,-,Dolmadı,30,7,23,"23,3%",-,₺167.500,-,Dolmadı,25,16,9,"64,0%",₺75.240
İstanbul,204110086,FELSEFE,Vakıf,Maltepe Ü.,İnsan ve Toplum Bilimleri Fak.,%50 İnd.,"n
-",-,Dolmadı,15,3,12,"20,0%",-,₺269.500,-,Dolmadı,15,2,13,"13,3%",₺180.000
İstanbul,206111096,FELSEFE,Vakıf,Yeditepe Ü.,Fen-Edebiyat Fak.,%50 İnd.,İng.,-,Dolmadı,8,2,6,"25,0%",-,₺563.750,-,Dolmadı,8,4,4,"50,0%",₺319.000
İstanbul,205090373,FELSEFE,Vakıf,İstanbul Topkapı Ü.,İnsan ve Toplum Bilimleri Fak.,"u
%50 İnd.",İng.,-,Dolmadı,25,1,24,"4,0%",-,₺300.000,-,Dolmadı,25,1,24,"4,0%",₺176.000
Genel,101010801,FELSEFE (AÖ),Devlet,Anadolu Ü.,"w
Açıköğretim Fak.",A.Ö.,-,"264,7385",645.800,100,100,0,"100,0%",-269.673,-,"243,5665",915.473,200,200,-,"100,0%",-
Genel,105611174,FELSEFE (AÖ),Devlet,İstanbul Ü.,Açık ve Uzaktan Eğitim Fak.,A.Ö.,-,"258,6296",710.300,200,200,0,"100,0%",-147.646,-,"247,9490",857.946,200,200,-,"100,0%",-
Ankara,104110245,FELSEFE GRUBU ÖĞRETMENLİĞİ,Devlet,Gazi Ü.,Gazi Eğitim Fak.,Örgün,-,"308,0164",298.700,20,20,0,"100,0%",22.914,-,"312,1151",275.786,20,20,-,"100,0%",-
Adana,102910058,FELSEFE GRUBU ÖĞRETMENLİĞİ,Devlet,Çukurova Ü.,Eğitim Fak.,Örgün,-,-,Dolmadı,10,4,6,"40,0%",-,-,-,Dolmadı,10,2,8,"20,0%",-
Erzurum,101410321,FELSEFE GRUBU ÖĞRETMENLİĞİ,Devlet,"w
Atatürk Ü.",Kazım Karabekir Eğitim Fak.,Örgün,-,-,Dolmadı,10,2,8,"20,0%",-,-,-,Dolmadı,10,1,9,"10,0%",-
İstanbul,203490145,FİNANS VE BANKACILIK,Vakıf,İstanbul Ticaret Ü.,İşletme Fak.,Burslu,İng.,"345,3253",139.000,6,6,0,"100,0%",-33.664,-,"335,0616",172.664,5,5,-,"100,0%",-
İstanbul,210301445,FİNANS VE BANKACILIK,Vakıf,İstanbul Beykent Ü.,İktisadi ve İdari Bilimler Fak.,Burslu,İng.,"331,9887",185.000,3,3,0,"100,0%",-42.510,-,"321,6876",227.510,7,7,-,"100,0%",-
İstanbul,210301431,FİNANS VE BANKACILIK,Vakıf,İstanbul Beykent Ü.,İktisadi ve İdari Bilimler Fak.,Burslu,-,"326,5531",207.100,4,4,0,"100,0%",-42.011,-,"317,1570",249.111,5,5,-,"100,0%",-
Ankara,110090091,FİNANS VE BANKACILIK,Devlet,Ankara Yıldırım Beyazıt Ü.,İşletme Fak.,Örgün,İng.,"324,2069",217.100,70,70,0,"100,0%",-46.695,-,"314,3357",263.795,70,70,-,"100,0%",-
Ankara,111790437,FİNANS VE BANKACILIK,Devlet,Ankara Hacı Bayram Veli Ü.,Finansal Bilimler Fak.,Örgün,-,"322,3928",225.200,80,80,0,"100,0%",-76.142,-,"307,7038",301.342,80,80,-,"100,0%",-
İstanbul,202390195,FİNANS VE BANKACILIK,Vakıf,İstanbul Arel Ü.,İktisadi ve İdari Bilimler Fak.,Burslu,-,"317,9906",245.800,6,6,0,"100,0%",-28.503,-,"312,3878",274.303,5,5,-,"100,0%",-
İstanbul,210401753,FİNANS VE BANKACILIK,Vakıf,İstanbul Nişantaşı Ü.,"İktisadi, İdari ve Sosyal Bilimler Fak.",Burslu,-,"315,9024",256.400,8,8,0,"100,0%",-27.423,-,"310,6831",283.823,8,8,-,"100,0%",-
Antalya,100790475,FİNANS VE BANKACILIK,Devlet,Akdeniz Ü.,Uygulamalı Bilimler Fak.,Örgün,-,"315,5251",257.900,65,65,0,"100,0%",-69.899,-,"303,3639",327.799,65,65,-,"100,0%",-
Sakarya,111890343,FİNANS VE BANKACILIK,Devlet,Sakarya Uygulamalı Bilimler Ü.,Uygulamalı Bilimler Fak.,Örgün,-,"290,1205",418.000,40,40,0,"100,0%",-208.862,-,"267,5704",626.862,40,40,-,"100,0%",-
Çanakkale,102790242,FİNANS VE BANKACILIK,Devlet,Çanakkale Onsekiz Mart Ü.,Biga Uygulamalı Bilimler Fak.,Örgün,-,"287,5357",437.900,70,70,0,"100,0%",-45.195,-,"282,5801",483.095,70,70,-,"100,0%",-
Ankara,110090092,FİNANS VE BANKACILIK,Devlet,Ankara Yıldırım Beyazıt Ü.,Şereflikoçhisar Uygulamalı Bilimler Fak.,Örgün,-,"285,0863",457.800,85,85,0,"100,0%",-47.983,-,"280,0160",505.783,85,85,-,"100,0%",-
Balıkesir,101590196,FİNANS VE BANKACILIK,Devlet,Balıkesir Ü.,Burhaniye Uygulamalı Bilimler Fak.,Örgün,-,"281,1130",491.300,60,60,0,"100,0%",-101.003,-,"270,9339",592.303,60,60,-,"100,0%",-
Manisa,102590277,FİNANS VE BANKACILIK,Devlet,Manisa Celâl Bayar Ü.,Uygulamalı Bilimler Fak.,Örgün,-,"276,1651",534.900,120,120,0,"100,0%",-177.458,-,"259,8254",712.358,120,120,-,"100,0%",-
İstanbul,210401760,FİNANS VE BANKACILIK,Vakıf,İstanbul Nişantaşı Ü.,"İktisadi, İdari ve Sosyal Bilimler Fak.",Ücretli,-,"274,1082",553.800,1,1,0,"100,0%",-287.915,₺661.870,"249,1902",841.715,1,1,-,"100,0%",₺280.500
Isparta,109290349,FİNANS VE BANKACILIK,Devlet,Süleyman Demirel Ü.,İktisadi ve İdari Bilimler Fak.,Örgün,-,"273,6702",558.000,90,90,0,"100,0%",-98.890,-,"264,7404",656.890,90,90,-,"100,0%",-
Edirne,109490285,FİNANS VE BANKACILIK,Devlet,Trakya Ü.,Uygulamalı Bilimler Fak.,Örgün,-,"273,4298",560.100,80,80,0,"100,0%",-131.356,-,"261,6491",691.456,80,80,-,"100,0%",-
Mersin,112070678,FİNANS VE BANKACILIK,Devlet,Tarsus Ü.,Uygulamalı Bilimler Fak.,Örgün,-,"271,7380",575.900,60,60,0,"100,0%",-123.211,-,"260,9807",699.111,60,60,-,"100,0%",-
Konya,107090211,FİNANS VE BANKACILIK,Devlet,Necmettin Erbakan Ü.,Uygulamalı Bilimler Fak.,Örgün,-,"268,7756",604.900,70,70,0,"100,0%",-126.578,-,"258,1813",731.478,70,70,-,"100,0%",-
Bolu,100190171,FİNANS VE BANKACILIK,Devlet,Bolu Abant İzzet Baysal Ü.,Gerede Uygulamalı Bilimler Fak.,Örgün,-,"266,9262",623.200,80,80,0,"100,0%",-160.259,-,"253,8588",783.459,80,80,-,"100,0%",-
Nevşehir,108090086,FİNANS VE BANKACILIK,Devlet,Nevşehir Hacı Bektaş Veli Ü.,İktisadi ve İdari Bilimler Fak.,Örgün,-,"263,4761",658.800,65,65,0,"100,0%",-180.920,-,"249,3443",839.720,65,65,-,"100,0%",-
Kütahya,103290206,FİNANS VE BANKACILIK,Devlet,Kütahya Dumlupınar Ü.,Kütahya Uygulamalı Bilimler Fak.,Örgün,-,"258,7368",709.100,90,90,0,"100,0%",-187.335,-,"244,9956",896.435,90,90,-,"100,0%",-
Kırklareli,106770736,FİNANS VE BANKACILIK,Devlet,Kırklareli Ü.,Uygulamalı Bilimler Fak.,Örgün,-,"254,7638",752.900,60,60,0,"100,0%",-175.657,-,"242,5949","m
928.557",60,60,-,"100,0%",-
Uşak,109890153,FİNANS VE BANKACILIK,Devlet,Uşak Ü.,Uygulamalı Bilimler Fak.,Örgün,-,"254,4040",757.100,75,75,0,"100,0%",-194.692,-,"240,8762",951.792,75,75,-,"100,0%",-
Burdur,107390131,FİNANS VE BANKACILIK,Devlet,Burdur Mehmet Akif Ersoy Ü.,İktisadi ve İdari Bilimler Fak.,Örgün,-,"252,9611",773.100,80,80,0,"100,0%",-203.155,-,"239,0848",976.255,80,80,-,"100,0%",-
Kastamonu,106490162,FİNANS VE BANKACILIK,Devlet,Kastamonu Ü.,İktisadi ve İdari Bilimler Fak.,Örgün,-,"250,0057",806.600,60,60,0,"100,0%",-193.663,-,"o
237,3596",1.000.263,60,60,-,"100,0%",-
