0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
Burdur,107310543,Devlet,Burdur Mehmet Akif Ersoy Ü.,Mühendislik-Mimarlık Fak.,Örgün,-,,"332,5908",211.500,25,25,0,"100,0%",,-43.980,,-,,"302,9646",255.480,25,25,-,"100,0%",,-
Afyon,100410615,Devlet,Afyon Kocatepe Ü.,"w
Teknoloji Fak.",Örgün,-,,"331,7959",213.400,50,50,0,"100,0%",,-45.065,,-,,"302,0256",258.465,50,50,-,"100,0%",,-
Gaziantep,201650185,Vakıf,Hasan Kalyoncu Ü.,Mühendislik Fak.,Burslu,-,,"331,4292",214.300,10,10,0,"100,0%",,-19.138,,-,,"310,5256",233.438,10,10,-,"100,0%",,-
Erzurum,101410515,Devlet,Atatürk Ü.,Mühendislik Fak.,Örgün,-,,"330,5311",216.400,60,60,0,"100,0%",,-45.382,,-,,"300,9917",261.782,60,60,-,"100,0%",,-
Mersin,112070680,Devlet,Tarsus Ü.,Mühendislik Fak.,Örgün,-,,"330,2509",217.100,30,30,0,"100,0%",,-44.950,,-,,"300,9002",262.050,30,30,-,"100,0%",,-
Uşak,109890293,Devlet,Uşak Ü.,"w
Mühendislik ve Doğa Bilimleri Fak.",Örgün,-,,"329,7332",218.400,40,40,0,"100,0%",,-51.266,,-,,"298,6312",269.666,45,45,-,"100,0%",,-
Bartın,101610082,Devlet,Bartın Ü.,"Mühendislik, Mimarlık ve Tasarım Fak.",Örgün,-,,"326,4449",226.800,25,25,0,"100,0%",,-44.931,,-,,"298,0329",271.731,25,25,-,"100,0%",,-
Sivas,102610361,Devlet,Sivas Cumhuriyet Ü.,Mühendislik Fak.,Örgün,-,,"326,2517",227.300,30,30,0,"100,0%",,-42.875,,-,,"298,4792",270.175,30,30,-,"100,0%",,-
Lefkoşa,300510666,Kıbrıs,"w
Yakın Doğu Ü.",Mühendislik Fak.,Burslu,İng.,,"325,6106",229.000,5,5,0,"100,0%",,-63.197,,-,,"292,2084",292.197,5,5,-,"100,0%",,-
Karabük,106190390,Devlet,Karabük Ü.,Mühendislik ve Doğa Bilimleri Fak.,Örgün,İng.,,"324,5037",231.900,65,65,0,"100,0%",,-19.156,,-,,"304,3807",251.056,65,65,-,"100,0%",,-
Elazığ,103910258,Devlet,Fırat Ü.,Mühendislik Fak.,Örgün,-,,"323,9692",233.400,35,35,0,"100,0%",,-40.771,,-,,"297,3116",274.171,35,35,-,"100,0%",,-
Kütahya,103290176,Devlet,Kütahya Dumlupınar Ü.,Simav Teknoloji Fak.,Örgün,-,,"323,7158",234.000,25,25,0,"100,0%",,-33.745,,-,,"299,1745",267.745,25,25,-,"100,0%",,-
İstanbul,209410215,Vakıf,İstanbul Sağlık ve Teknoloji Ü.,Mühendislik ve Doğa Bilimleri Fak.,%50 İnd.,İng.,,"321,9892",238.800,4,4,0,"100,0%",,-,,₺350.000,,-,Yeni,-,-,-,-,,-
Konya,108990309,Devlet,Selçuk Ü.,Akşehir Mühendislik ve Mimarlık Fak.,Örgün,-,,"321,3081",240.600,50,50,0,"100,0%",,-41.693,,-,,"294,9840",282.293,50,50,-,"100,0%",,-
Kastamonu,106410387,Devlet,Kastamonu Ü.,Mühendislik ve Mimarlık Fak.,Örgün,-,,"321,0979",241.200,20,20,0,"100,0%",,-46.362,,-,,"293,5013",287.562,20,20,-,"100,0%",,-
Giresun,104590096,Devlet,Giresun Ü.,Mühendislik Fak.,Örgün,-,,"320,7028",242.300,20,20,0,"100,0%",,-48.748,,-,,"292,5254",291.048,20,20,-,"100,0%",,-
Konya,107010476,Devlet,Necmettin Erbakan Ü.,Seydişehir Ahmet Cengiz Mühendislik Fak.,Örgün,-,,"320,5158",242.800,25,25,0,"100,0%",,-50.237,,-,,"291,9539",293.037,25,25,-,"100,0%",,-
İzmir,203511408,Vakıf,İzmir Ekonomi Ü.,Mühendislik Fak.,%50 İnd.,İng.,,"320,3333",243.300,40,40,0,"100,0%",,45.097,,₺447.500,,"324,3426",198.203,40,40,-,"100,0%",,₺258.000
Karabük,106190411,Devlet,Karabük Ü.,Mühendislik ve Doğa Bilimleri Fak.,Örgün,-,,"319,4381",246.000,75,75,0,"100,0%",,-35.265,,-,,"295,2795",281.265,75,75,-,"100,0%",,-
Erzurum,103710012,Devlet,Erzurum Teknik Ü.,Mühendislik ve Mimarlık Fak.,Örgün,-,,"319,3426",246.300,25,25,0,"100,0%",,-46.339,,-,,"292,0758",292.639,25,25,-,"100,0%",,-
Niğde,108110172,Devlet,Niğde Ömer Halisdemir Ü.,Mühendislik Fak.,Örgün,-,,"318,8088",247.800,25,25,0,"100,0%",,-48.519,,-,,"291,0940",296.319,25,25,-,"100,0%",,-
Lokasyon,Kodu,Ün.Türü,Üniversite Adı,Fakültesi & Yüksekokulu,Öğr.Şekli,Özelliği,.,Taban P.,Yk.Tab.S.,Kon.,Yer.,Boş,Dol.%,.,DEĞİŞİMİ,.,Bilgisi,.,Taban P.,Taban S.,Kon.,Yer.,Boş,Dol.%,.,Bilgisi
Sinop,109190129,Devlet,Sinop Ü.,Mühendislik ve Mimarlık Fak.,Örgün,-,,"318,3423",249.200,30,30,0,"100,0%",,-44.735,,-,,"291,7172",293.935,30,30,-,"100,0%",,-
Karaman,106390033,Devlet,Karamanoğlu Mehmetbey Ü.,Mühendislik Fak.,Örgün,-,,"317,6448",251.000,10,10,0,"100,0%",,-,,-,,-,Dolmadı,20,4,16,"20,0%",,-
Çorum,105190229,Devlet,Hitit Ü.,Mühendislik ve Doğa Bilimleri Fak.,Örgün,-,,"316,4020",254.400,20,20,0,"100,0%",,-,,-,,-,Dolmadı,20,18,2,"90,0%",,-
Malatya,105310294,Devlet,İnönü Ü.,Mühendislik Fak.,Örgün,-,,"316,2902",254.800,20,20,0,"100,0%",,-,,-,,-,Dolmadı,20,16,4,"80,0%",,-
Kırşehir,100610349,Devlet,Kırşehir Ahi Evran Ü.,Mühendislik-Mimarlık Fak.,Örgün,-,,"316,2233",255.000,10,10,0,"100,0%",,-,,-,,-,Dolmadı,30,9,21,"30,0%",,-
Diyarbakır,103010197,Devlet,Dicle Ü.,Mühendislik Fak.,Örgün,-,,"316,1584",255.200,25,25,0,"100,0%",,-37.003,,-,,"292,2062",292.203,25,25,-,"100,0%",,-
Hatay,110710052,Devlet,İskenderun Teknik Ü.,Mühendislik ve Doğa Bilimleri Fak.,Örgün,-,,"314,9043",258.900,25,25,0,"100,0%",,-,,-,,-,Dolmadı,30,17,13,"56,7%",,-
Amasya,100990095,Devlet,Amasya Ü.,Mühendislik Fak.,Örgün,-,,"314,5146",260.100,25,25,0,"100,0%",,-,,-,,-,Dolmadı,25,22,3,"88,0%",,-
Van,110210657,Devlet,Van Yüzüncü Yıl Ü.,Mühendislik Fak.,Örgün,-,,"313,1764",264.200,10,10,0,"100,0%",,-,,-,,-,Dolmadı,15,3,12,"20,0%",,-
Aksaray,100810065,Devlet,Aksaray Ü.,Mühendislik Fak.,Örgün,-,,"313,0445",264.600,25,25,0,"100,0%",,-,,-,,-,Dolmadı,25,23,2,"92,0%",,-
Tokat,104310588,Devlet,Tokat Gaziosmanpaşa Ü.,Mühendislik ve Mimarlık Fak.,Örgün,-,,"312,8453",265.200,15,15,0,"100,0%",,-,,-,,-,Dolmadı,20,11,9,"55,0%",,-
Ankara,205710729,Vakıf,Türk Hava Kurumu Ü.,Mühendislik Fak.,%50 İnd.,İng.,,"312,5493",266.100,24,24,0,"100,0%",,-,,₺364.500,,-,Dolmadı,38,7,31,"18,4%",,₺250.000
Rize,108710272,Devlet,Recep Tayyip Erdoğan Ü.,Mühendislik ve Mimarlık Fak.,Örgün,-,,"312,2533",267.100,20,20,0,"100,0%",,-,,-,,-,"m
Dolmadı",25,15,10,"60,0%",,-
K.Maraş,106010355,Devlet,Kahramanmaraş Sütçü İmam Ü.,Mühendislik-Mimarlık Fak.,Örgün,-,,"311,8453",268.400,10,10,0,"100,0%",,-,,-,,-,Dolmadı,20,9,11,"45,0%",,-
İzmir,206090354,Vakıf,Yaşar Ü.,Mühendislik Fak.,%50 İnd.,İng.,,"311,2120",270.500,41,41,0,"100,0%",,29.228,,₺360.000,,"307,7509",241.272,39,39,-,"100,0%",,₺215.000
Çankırı,102890070,Devlet,Çankırı Karatekin Ü.,Mühendislik Fak.,Örgün,-,,"310,9145",271.400,20,20,0,"100,0%",,-,,-,,"o
-",Dolmadı,20,18,2,"90,0%",,-
Gaziantep,201650332,Vakıf,Hasan Kalyoncu Ü.,Mühendislik Fak.,%50 İnd.,-,,"310,7535",271.900,5,5,0,"100,0%",,-22.031,,₺302.500,,"291,7174",293.931,5,5,-,"100,0%",,₺137.500
Elazığ,103910504,Devlet,Fırat Ü.,Teknoloji Fak.,Örgün,-,,"309,9275",274.400,20,20,0,"100,0%",,-,,"c
-",,-,Dolmadı,24,14,10,"58,3%",,-
İstanbul,207210225,Vakıf,MEF Ü.,Mühendislik Fak.,%50 İnd.,İng.,,"309,3462",276.300,31,31,0,"100,0%",,-,,₺505.000,,-,Dolmadı,30,26,4,"86,7%",,₺266.400
Osmaniye,108570711,Devlet,Osmaniye Korkut Ata Ü.,Mühendislik ve Doğa Bilimleri Fak.,Örgün,-,,"308,4358",279.300,10,10,0,"100,0%",,".
-",,-,,-,Dolmadı,15,6,9,"40,0%",,-
Gümüşhane,104710054,Devlet,Gümüşhane Ü.,Mühendislik ve Doğa Bilimleri Fak.,Örgün,-,,"307,7013",281.800,10,10,0,"100,0%",,-,,-,,-,Yer.Olmadı,30,-,-,"0,0%",,-
Şanlıurfa,105010146,Devlet,Harran Ü.,Mühendislik Fak.,Örgün,-,,"307,5892",282.100,10,10,0,"m
100,0%",,-,,-,,-,Dolmadı,20,5,15,"25,0%",,-
Yozgat,102310091,Devlet,Yozgat Bozok Ü.,Mühendislik-Mimarlık Fak.,Örgün,-,,"307,0097",284.100,10,10,0,"100,0%",,-,,-,,-,Dolmadı,20,1,19,"5,0%",,-
İstanbul,206111324,Vakıf,Yeditepe Ü.,Mühendislik Fak.,%50 İnd.,İng.,,"304,7509",291.800,75,75,0,"100,0%",,43.769,,₺660.000,,"305,4089",248.031,73,73,-,"100,0%",,₺368.500
Antalya,206410738,Vakıf,Antalya Bilim Ü.,Mühendislik ve Doğa Bilimleri Fak.,%50 İnd.,İng.,,"303,9974",294.400,22,"i
22",0,"100,0%",,-,,₺267.520,,-,Dolmadı,26,21,5,"80,8%",,₺167.200
Erzincan,103610243,Devlet,Erzincan Binali Yıldırım Ü.,Mühendislik-Mimarlık Fak.,Örgün,-,,"303,8378",295.000,"l
10",10,0,"100,0%",,-,,-,,-,Dolmadı,15,3,12,"20,0%",,-
Ankara,200610542,Vakıf,Başkent Ü.,Mühendislik Fak.,%50 İnd.,-,,"303,3366",296.700,49,49,0,"100,0%",,6.311,,₺495.000,,"292,7035",290.389,47,47,-,"100,0%",,₺307.500
İstanbul,201210525,Vakıf,Doğuş Ü.,Mühendislik Fak.,%50 İnd.,-,,"303,3522","a
296.700",13,13,0,"100,0%",,-,,₺277.450,,-,Dolmadı,13,9,4,"69,2%",,₺179.000
İstanbul,201990480,Vakıf,Haliç Ü.,Mühendislik Fak.,%50 İnd.,İng.,,"303,2765",296.900,32,32,0,"100,0%",,-,,₺227.500,,-,Dolmadı,27,24,3,"88,9%",,₺142.000
Ankara,209110159,Vakıf,Ostim Teknik Ü.,Mühendislik Fak.,%50 İnd.,İng.,,"s
-",Dolmadı,60,47,13,"78,3%",,-,,₺365.000,,"299,3424",267.180,47,47,-,"100,0%",,₺237.500
Ankara,200210819,Vakıf,Atılım Ü.,Mühendislik Fak.,%50 İnd.,İng.,,-,Dolmadı,42,27,15,"64,3%",,-,,₺425.000,,"300,4155",263.611,42,42,-,"100,0%",,₺287.500
Ankara,201110465,Vakıf,Çankaya Ü.,Mühendislik Fak.,%50 İnd.,"n
İng.",,-,Dolmadı,55,27,28,"49,1%",,-,,₺495.000,,-,Dolmadı,53,52,1,"98,1%",,₺292.500
Konya,204090706,Vakıf,KTO Karatay Ü.,Mühendislik ve Doğa Bilimleri Fak.,%50 İnd.,-,,-,Dolmadı,31,23,8,"74,2%",,-,,₺264.000,,-,Dolmadı,19,14,5,"73,7%",,₺165.000
İstanbul,201210464,Vakıf,Doğuş Ü.,Mühendislik Fak.,"u
%50 İnd.",İng.,,-,Dolmadı,20,18,2,"90,0%",,-,,₺277.450,,-,Dolmadı,20,13,7,"65,0%",,₺205.000
Güzelyurt,108410981,Kıbrıs,ODTÜ Kuzey Kıbrıs Kampusu,ODTÜ Kuzey Kıbrıs Kampusu,%50 İnd.,İng.,,-,Dolmadı,25,15,10,"60,0%",,-,,₺243.750,,-,Dolmadı,25,14,11,"56,0%",,₺117.500
İstanbul,204790561,Vakıf,İstanbul Okan Ü.,".
Mühendislik ve Doğa Bilimleri Fak.",%50 İnd.,İng.,,-,Dolmadı,22,15,7,"68,2%",,-,,₺492.525,,-,Dolmadı,25,6,19,"24,0%",,₺266.218
K.Maraş,112270985,Devlet,Kahramanmaraş İstiklal Ü.,"Mühendislik, Mimarlık ve Tasarım Fak.",Örgün,-,,-,Dolmadı,30,12,18,"40,0%",,-,,-,,-,Yeni,-,-,-,-,,-
İstanbul,202490538,Vakıf,İstanbul Aydın Ü.,"w
Mühendislik Fak.",%50 İnd.,İng.,,-,Dolmadı,50,12,38,"24,0%",,-,,₺370.000,,-,Dolmadı,38,35,3,"92,1%",,₺185.000
İstanbul,202410353,Vakıf,İstanbul Aydın Ü.,Mühendislik Fak.,%50 İnd.,-,,-,Dolmadı,30,11,19,"36,7%",,-,,₺370.000,,-,Dolmadı,30,10,20,"33,3%",,₺185.000
İstanbul,202511765,Vakıf,İstanbul Bilgi Ü.,Mühendislik ve Doğa Bilimleri Fak.,%50 İnd.,İng.,,-,Dolmadı,64,8,56,"12,5%",,-,,₺595.000,,-,Dolmadı,64,9,55,"14,1%",,₺372.500
Batman,101710027,Devlet,Batman Ü.,Mühendislik-Mimarlık Fak.,Örgün,-,,-,Dolmadı,10,7,3,"70,0%",,-,,-,,-,Dolmadı,15,2,13,"13,3%",,-
İstanbul,202090282,Vakıf,Işık Ü.,"w
Mühendislik ve Doğa Bilimleri Fak.",%50 İnd.,İng.,,-,Dolmadı,22,6,16,"27,3%",,-,,₺504.850,,-,Dolmadı,17,8,9,"47,1%",,₺240.430
İstanbul,210301942,Vakıf,İstanbul Beykent Ü.,Mühendislik-Mimarlık Fak.,%50 İnd.,İng.,,-,Dolmadı,31,5,26,"16,1%",,-,,₺325.926,,-,Dolmadı,17,12,5,"70,6%",,₺199.333
Bitlis,102110136,Devlet,Bitlis Eren Ü.,Mühendislik-Mimarlık Fak.,Örgün,-,,-,Dolmadı,20,4,16,"20,0%",,-,,-,,-,Yeni,-,-,-,-,,-
İstanbul,202390976,Vakıf,"w
İstanbul Arel Ü.",Mühendislik Fak.,%50 İnd.,-,,-,Dolmadı,10,4,6,"40,0%",,-,,₺257.500,,-,Yer.Olmadı,13,-,-,"0,0%",,₺283.190
Kars,105990256,Devlet,Kafkas Ü.,Mühendislik-Mimarlık Fak.,Örgün,-,,-,Dolmadı,20,3,17,"15,0%",,-,,-,,-,Yeni,-,-,-,-,,-
Tunceli,109510086,Devlet,Munzur Ü.,Mühendislik Fak.,Örgün,-,,-,Dolmadı,10,3,7,"30,0%",,-,,-,,-,Dolmadı,15,1,14,"6,7%",,-
İstanbul,209410191,Vakıf,İstanbul Sağlık ve Teknoloji Ü.,Mühendislik ve Doğa Bilimleri Fak.,%50 İnd.,-,,-,Dolmadı,4,3,1,"75,0%",,-,,₺350.000,,-,Yeni,-,-,-,-,,-
Gazimağusa,300190448,Kıbrıs,Doğu Akdeniz Ü.,Mühendislik Fak.,Ücretli,İng.,,-,Dolmadı,11,3,8,"27,3%",,-,,₺537.002,,-,Dolmadı,11,4,7,"36,4%",,₺319.736
Ankara,200690853,Vakıf,Başkent Ü.,Mühendislik Fak.,Ücretli,İng.,,-,Dolmadı,3,2,1,"66,7%",,-,,₺990.000,,-,Dolmadı,9,2,7,"22,2%",,₺615.000
İstanbul,204950508,Vakıf,Piri Reis Ü.,Mühendislik Fak.,Ücretli,İng.,,-,Dolmadı,14,2,12,"14,3%",,-,,₺715.000,,-,Dolmadı,11,4,7,"36,4%",,₺418.000
İstanbul,206110689,Vakıf,Yeditepe Ü.,Mühendislik Fak.,Ücretli,İng.,,-,Dolmadı,7,2,5,"28,6%",,-,,₺1.320.000,,-,Dolmadı,15,6,9,"40,0%",,₺737.000
Gazimağusa,300190449,Kıbrıs,Doğu Akdeniz Ü.,Mühendislik Fak.,%50 İnd.,İng.,,-,Dolmadı,9,2,7,"22,2%",,-,,₺268.501,,-,Dolmadı,9,3,6,"33,3%",,₺170.568
Lefkoşa,300411444,Kıbrıs,Uluslararası Kıbrıs Ü.,Mühendislik Fak.,Burslu,İng.,,-,Dolmadı,5,2,3,"40,0%",,-,,-,,-,Yer.Olmadı,3,-,-,"0,0%",,-
Muş,107890090,Devlet,Muş Alparslan Ü.,Mühendislik-Mimarlık Fak.,Örgün,-,,-,Dolmadı,10,1,9,"10,0%",,-,,-,,-,Yer.Olmadı,20,-,-,"0,0%",,-
Güzelyurt,108470067,Kıbrıs,ODTÜ Kuzey Kıbrıs Kampusu,ODTÜ Kuzey Kıbrıs Kampusu,Ücretli,İng.,,-,Dolmadı,13,1,12,"7,7%",,-,,₺487.500,,-,Dolmadı,15,2,13,"13,3%",,₺325.000
Siirt,109010319,Devlet,Siirt Ü.,Mühendislik Fak.,Örgün,-,,-,Dolmadı,10,1,9,"10,0%",,-,,-,,-,Yer.Olmadı,20,-,-,"0,0%",,-
Lokasyon,Kodu,Ün.Türü,Üniversite Adı,Fakültesi & Yüksekokulu,Öğr.Şekli,Özelliği,.,Taban P.,Yk.Tab.S.,Kon.,Yer.,Boş,Dol.%,.,DEĞİŞİMİ,.,Bilgisi,.,Taban P.,Taban S.,Kon.,Yer.,Boş,Dol.%,.,Bilgisi
İstanbul,202990267,Vakıf,Altınbaş Ü.,Mühendislik ve Mimarlık Fak.,%50 İnd.,İng.,,-,Dolmadı,13,1,12,"7,7%",,-,,₺345.000,,-,Dolmadı,10,1,9,"10,0%",,₺253.000
İzmir,206090348,Vakıf,Yaşar Ü.,Mühendislik Fak.,Ücretli,İng.,,-,Dolmadı,4,1,3,"25,0%",,-,,₺720.000,,-,Dolmadı,10,3,7,"30,0%",,₺430.000
İstanbul,208450846,Vakıf,İstinye Ü.,Mühendislik ve Doğa Bilimleri Fak.,%50 İnd.,İng.,,-,Dolmadı,13,1,12,"7,7%",,-,,₺450.000,,-,Yer.Olmadı,10,-,-,"0,0%",,₺300.000
Lefkoşa,300590616,Kıbrıs,Yakın Doğu Ü.,Mühendislik Fak.,%50 İnd.,İng.,,-,Dolmadı,5,1,4,"20,0%",,-,,₺289.938,,-,Yer.Olmadı,5,-,-,"0,0%",,₺207.131
Girne,300710567,Kıbrıs,Girne Ü.,Mühendislik Fak.,Burslu,İng.,,-,Dolmadı,7,1,6,"14,3%",,-,,-,,-,Yer.Olmadı,7,-,-,"0,0%",,-
Saraybosna,408810869,Yabancı,Uluslararası Saraybosna Ü.,Mühendislik ve Doğa Bilimleri Fak.,%50 İnd.,-,,-,Dolmadı,10,1,9,"10,0%",,-,,Bak,,-,Yer.Olmadı,5,-,-,"0,0%",,₺80.528
Bingöl,102090245,Devlet,Bingöl Ü.,Mühendislik-Mimarlık Fak.,Örgün,-,,-,Yer.Olmadı,10,0,10,"0,0%",,-,,-,,-,Dolmadı,15,2,13,"13,3%",,-
Ankara,200610533,Vakıf,Başkent Ü.,Mühendislik Fak.,Ücretli,-,,-,Yer.Olmadı,4,0,4,"0,0%",,-,,₺990.000,,-,Yer.Olmadı,8,-,-,"0,0%",,₺615.000
İstanbul,201990916,Vakıf,Haliç Ü.,Mühendislik Fak.,Ücretli,İng.,,-,Yer.Olmadı,3,0,3,"0,0%",,-,,₺455.000,,-,Yer.Olmadı,8,-,-,"0,0%",,₺284.000
Girne,300710585,Kıbrıs,Girne Ü.,Mühendislik Fak.,%50 İnd.,İng.,,-,Yer.Olmadı,3,0,3,"0,0%",,-,,₺289.938,,-,Yer.Olmadı,3,-,-,"0,0%",,₺215.131
Saraybosna,408810876,Yabancı,Uluslararası Saraybosna Ü.,Mühendislik ve Doğa Bilimleri Fak.,%25 İnd.,-,,-,Yer.Olmadı,5,0,5,"0,0%",,-,,Bak,,-,Yer.Olmadı,5,-,-,"0,0%",,₺120.791
MAKİNE MÜHENDİSLİĞİ (MTOK),,,,www.unsalim.com,,,,2025 GENEL YERLEŞTİRME BİLGİLERİ,,,,,,,SIRALAMA,,2025 ÜCRET,,"m
2024 GENEL YERLEŞTİRME BİLGİLERİ",,,,,,,2024 ÜCRET
Lokasyon,Kodu,Ün.Türü,Üniversite Adı,Fakültesi & Yüksekokulu,Öğr.Şekli,Özelliği,.,Taban P.,Yk.Tab.S.,Kon.,Yer.,Boş,Dol.%,.,DEĞİŞİMİ,.,Bilgisi,.,Taban P.,Taban S.,Kon.,Yer.,Boş,Dol.%,.,Bilgisi
İstanbul,107210905,Devlet,Marmara Ü.,Teknoloji Fak.,Örgün,-,,"411,8933",84.900,7,7,0,"100,0%",,-50.446,,-,,"357,9146",135.346,19,19,-,"100,0%",,-
Sakarya,111810641,Devlet,Sakarya Uygulamalı Bilimler Ü.,Teknoloji Fak.,Örgün,-,,"352,7880",168.900,7,7,0,"100,0%",,-76.349,,-,,"o
306,3453",245.249,19,19,-,"100,0%",,-
Konya,108911259,Devlet,Selçuk Ü.,Teknoloji Fak.,Örgün,-,,"343,6717",186.900,7,7,0,"100,0%",,-85.180,,-,,"297,9218",272.080,19,19,-,"100,0%",,-
Elazığ,103910513,Devlet,Fırat Ü.,Teknoloji Fak.,Örgün,-,,"303,3519",296.700,6,6,0,"100,0%",,-,,"c
-",,-,Yer.Olmadı,6,-,-,"0,0%",,-
MAKİNE MÜHENDİSLİĞİ (UOLP),,,,www.unsalim.com,,,,2025 GENEL YERLEŞTİRME BİLGİLERİ,,,,,,,".
SIRALAMA",,2025 ÜCRET,,2024 GENEL YERLEŞTİRME BİLGİLERİ,,,,,,,2024 ÜCRET
Lokasyon,Kodu,Ün.Türü,Üniversite Adı,Fakültesi & Yüksekokulu,Öğr.Şekli,Özelliği,.,Taban P.,Yk.Tab.S.,Kon.,Yer.,Boş,Dol.%,.,DEĞİŞİMİ,.,Bilgisi,.,Taban P.,Taban S.,Kon.,Yer.,Boş,Dol.%,.,Bilgisi
İstanbul,105590127,Devlet,İstanbul Teknik Ü.,Makine Fak.,Ücretli,İng.,,"426,7167",68.700,15,15,0,"m
100,0%",,-20.887,,Bak,,"393,5200",89.587,15,15,-,"100,0%",,₺39.900
MALZEME BİLİMİ VE MÜHENDİSLİĞİ,,,,www.unsalim.com,,,,2025 GENEL YERLEŞTİRME BİLGİLERİ,,,,,,,SIRALAMA,,2025 ÜCRET,,2024 GENEL YERLEŞTİRME BİLGİLERİ,,,,,,,2024 ÜCRET
Lokasyon,Kodu,Ün.Türü,Üniversite Adı,Fakültesi & Yüksekokulu,Öğr.Şekli,Özelliği,.,Taban P.,Yk.Tab.S.,Kon.,"i
Yer.",Boş,Dol.%,.,DEĞİŞİMİ,.,Bilgisi,.,Taban P.,Taban S.,Kon.,Yer.,Boş,Dol.%,.,Bilgisi
İzmir,105810158,Devlet,İzmir Yüksek Teknoloji Enstitüsü,Mühendislik Fak.,Örgün,İng.,,"431,6459",63.800,"l
45",45,0,"100,0%",,-7.164,,-,,"411,5333",70.964,45,45,-,"100,0%",,-
Kocaeli,104410057,Devlet,Gebze Teknik Ü.,Mühendislik Fak.,Örgün,-,,"409,6234",87.500,75,75,0,"100,0%",,-19.232,,-,,"378,7985",106.732,75,75,-,"100,0%",,-
Eskişehir,112410431,Devlet,Eskişehir Teknik Ü.,Mühendislik Fak.,Örgün,İng.,,"392,4977","a
108.200",75,75,0,"100,0%",,-18.794,,-,,"363,6091",126.994,75,75,-,"100,0%",,-
Adana,110410272,Devlet,Adana Alparslan Türkeş Bilim ve Teknoloji Ü.,Mühendislik Fak.,Örgün,İng.,,"302,7416",298.800,10,10,0,"100,0%",,-,,-,,-,Dolmadı,20,3,17,"15,0%",,-
Afyon,100410245,Devlet,Afyon Kocatepe Ü.,Mühendislik Fak.,Örgün,-,,"s
-",Dolmadı,20,9,11,"45,0%",,-,,-,,-,Yeni,-,-,-,-,,-
Hakkari,104970278,Devlet,Hakkari Ü.,Mühendislik Fak.,Örgün,-,,-,Yer.Olmadı,10,0,10,"0,0%",,-,,-,,-,Yeni,-,-,-,-,,-
,,,,,,n,,,,,,,,,,,,,,,,,,,,
MALZEME BİLİMİ VE NANOTEKNOLOJİ MÜHENDİSLİĞİ,,,,www.unsalim.com,,,,2025 GENEL YERLEŞTİRME BİLGİLERİ,,,,,,,SIRALAMA,,2025 ÜCRET,,2024 GENEL YERLEŞTİRME BİLGİLERİ,,,,,,,2024 ÜCRET
Lokasyon,Kodu,Ün.Türü,Üniversite Adı,Fakültesi & Yüksekokulu,"u
Öğr.Şekli",Özelliği,.,Taban P.,Yk.Tab.S.,Kon.,Yer.,Boş,Dol.%,.,DEĞİŞİMİ,.,Bilgisi,.,Taban P.,Taban S.,Kon.,Yer.,Boş,Dol.%,.,Bilgisi
Ankara,205410529,Vakıf,TOBB Ekonomi ve Teknoloji Ü.,Mühendislik Fak.,Burslu,-,,"505,6178",8.680,6,6,0,"100,0%",,-276,,-,,"504,2597",8.956,6,6,-,"100,0%",,-
İstanbul,206112022,Vakıf,Yeditepe Ü.,".
Mühendislik Fak.",Burslu,İng.,,"449,1954",46.800,4,4,0,"100,0%",,-8.383,,-,,"428,9538",55.183,5,5,-,"100,0%",,-
Ankara,205410538,Vakıf,TOBB Ekonomi ve Teknoloji Ü.,Mühendislik Fak.,%50 İnd.,-,,"400,1525",98.700,37,37,0,"100,0%",,2.236,,₺465.000,,"387,4510",96.464,37,37,-,"100,0%",,₺300.000
Kayseri,106510105,Devlet,Abdullah Gül Ü.,"w
Mühendislik Fak.",Örgün,İng.,,"386,7008",115.800,20,20,0,"100,0%",,-31.079,,-,,"350,7420",146.879,20,20,-,"100,0%",,-
Ankara,205410511,Vakıf,TOBB Ekonomi ve Teknoloji Ü.,Mühendislik Fak.,Ücretli,-,,"355,7509",163.500,5,5,0,"100,0%",,-74.344,,₺930.000,,"308,9141",237.844,5,5,-,"100,0%",,₺600.000
İstanbul,201790621,Vakıf,İstanbul Gedik Ü.,Mühendislik Fak.,Burslu,-,,"323,7610",233.900,21,21,0,"100,0%",,-,,-,,-,Yeni,-,-,-,-,,-
İstanbul,206112031,Vakıf,Yeditepe Ü.,Mühendislik Fak.,%50 İnd.,İng.,,-,Dolmadı,25,9,16,"36,0%",,-,,₺660.000,,-,Dolmadı,37,19,18,"51,4%",,₺368.500
İstanbul,201790628,Vakıf,İstanbul Gedik Ü.,"w
Mühendislik Fak.",%50 İnd.,-,,-,Dolmadı,4,1,3,"25,0%",,-,,₺250.000,,-,Yeni,-,-,-,-,,-
MALZEME BİLİMİ VE TEKNOLOJİLERİ,,,,www.unsalim.com,,,,2025 GENEL YERLEŞTİRME BİLGİLERİ,,,,,,,SIRALAMA,,2025 ÜCRET,,2024 GENEL YERLEŞTİRME BİLGİLERİ,,,,,,,2024 ÜCRET
