0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
Diyarbakır,103010655,Devlet,Dicle Ü.,Eczacılık Fak.,Örgün,-,,"448,6211",47.400,50,50,0,"100,0%",,-5.733,,-,,"431,3696",53.133,70,70,-,"100,0%",,-
Düzce,103390209,Devlet,Düzce Ü.,Eczacılık Fak.,Örgün,-,,"448,1337",47.800,30,30,0,"100,0%",,-5.231,,-,,"431,4681",53.031,40,40,-,"100,0%",,-
İstanbul,209410034,Vakıf,İstanbul Sağlık ve Teknoloji Ü.,Eczacılık Fak.,Burslu,İng.,,"448,1351",47.800,7,7,0,"100,0%",,-4.605,,-,,"432,2715",52.405,7,7,-,"100,0%",,-
Zonguldak,110310611,Devlet,Zonguldak Bülent Ecevit Ü.,Eczacılık Fak.,Örgün,-,,"447,7641",48.200,40,40,0,"100,0%",,-5.565,,-,,"430,6093",53.765,40,40,-,"100,0%",,-
Sivas,102610722,Devlet,Sivas Cumhuriyet Ü.,Eczacılık Fak.,Örgün,-,,"447,5327",48.400,50,50,0,"100,0%",,-5.917,,-,,"429,9841",54.317,50,50,-,"100,0%",,-
İstanbul,204790899,Vakıf,İstanbul Okan Ü.,Eczacılık Fak.,Burslu,İng.,,"447,4521",48.400,4,4,0,"100,0%",,-,,-,,-,Yeni,-,-,-,-,,-
İstanbul,202910675,Vakıf,Altınbaş Ü.,Eczacılık Fak.,Burslu,İng.,,"447,3242",48.600,5,5,0,"100,0%",,-4.134,,-,,"431,8594",52.734,7,7,-,"100,0%",,-
Erzurum,101410021,Devlet,Atatürk Ü.,Eczacılık Fak.,Örgün,-,,"447,1361",48.700,50,50,0,"100,0%",,-6.588,,-,,"428,8327",55.288,80,80,-,"100,0%",,-
Malatya,105310019,Devlet,İnönü Ü.,Eczacılık Fak.,Örgün,-,,"446,9406",48.900,70,70,0,"100,0%",,-7.011,,-,,"428,0983",55.911,90,90,-,"100,0%",,-
Van,110210587,Devlet,Van Yüzüncü Yıl Ü.,Eczacılık Fak.,Örgün,-,,"446,6588",49.200,40,40,0,"100,0%",,-5.097,,-,,"430,0087",54.297,40,40,-,"100,0%",,-
Lokasyon,Kodu,Ün.Türü,Üniversite Adı,Fakültesi & Yüksekokulu,Öğr.Şekli,Özelliği,.,Taban P.,Yk.Tab.S.,Kon.,Yer.,Boş,Dol.%,.,DEĞİŞİMİ,.,Bilgisi,.,Taban P.,Taban S.,Kon.,Yer.,Boş,Dol.%,.,Bilgisi
İstanbul,208750649,Vakıf,İstanbul Kent Ü.,Eczacılık Fak.,Burslu,-,,"446,4194",49.400,5,5,0,"100,0%",,-4.049,,-,,"430,9925",53.449,6,6,-,"100,0%",,-
İstanbul,209010156,Vakıf,Fenerbahçe Ü.,Eczacılık Fak.,Burslu,-,,"446,3274",49.500,4,4,0,"100,0%",,-1.856,,-,,"433,5595",51.356,4,4,-,"100,0%",,-
Tokat,104390197,Devlet,Tokat Gaziosmanpaşa Ü.,Eczacılık Fak.,Örgün,-,,"446,1959",49.600,35,35,0,"100,0%",,-6.771,,-,,"427,5583",56.371,35,35,-,"100,0%",,-
Elazığ,103990273,Devlet,Fırat Ü.,Eczacılık Fak.,Örgün,-,,"446,0133",49.800,30,30,0,"100,0%",,-7.067,,-,,"427,0346",56.867,40,40,-,"100,0%",,-
İstanbul,209010219,Vakıf,Fenerbahçe Ü.,Eczacılık Fak.,Burslu,İng.,,"445,5706",50.200,3,3,0,"100,0%",,-2.930,,-,,"431,3758",53.130,3,3,-,"100,0%",,-
Şanlıurfa,105090228,Devlet,Harran Ü.,Eczacılık Fak.,Örgün,-,,"445,1410",50.600,30,30,0,"100,0%",,-6.245,,-,,"427,0583",56.845,40,40,-,"100,0%",,-
İstanbul,206210043,Vakıf,İstanbul Yeni Yüzyıl Ü.,Eczacılık Fak.,Burslu,-,,"444,9795",50.700,9,9,0,"100,0%",,-2.921,,-,,"430,7977",53.621,9,9,-,"100,0%",,-
Erzincan,103610279,Devlet,Erzincan Binali Yıldırım Ü.,Eczacılık Fak.,Örgün,-,,"444,3742",51.300,60,60,0,"100,0%",,-7.646,,-,,"424,6915",58.946,80,80,-,"100,0%",,-
Adıyaman,100210353,Devlet,Adıyaman Ü.,Eczacılık Fak.,Örgün,-,,"444,3404",51.300,40,40,0,"100,0%",,-7.356,,-,,"425,0064",58.656,40,40,-,"100,0%",,-
Gazimağusa,300190315,Kıbrıs,Doğu Akdeniz Ü.,Eczacılık Fak.,Burslu,İng.,,"443,9091",51.700,9,9,0,"100,0%",,-7.829,,-,,"424,0013",59.529,9,9,-,"100,0%",,-
İstanbul,208750824,Vakıf,İstanbul Kent Ü.,Eczacılık Fak.,Burslu,İng.,,"443,3832",52.200,4,4,0,"100,0%",,-,,-,,-,Yeni,-,-,-,-,,-
Ağrı,100510235,Devlet,Ağrı İbrahim Çeçen Ü.,Eczacılık Fak.,Örgün,-,,"442,4476",53.100,40,40,0,"100,0%",,-7.030,,-,,"423,2851",60.130,50,50,-,"100,0%",,-
İstanbul,202491059,Vakıf,İstanbul Aydın Ü.,Eczacılık Fak.,Burslu,İng.,,"441,8346",53.700,49,49,0,"100,0%",,-,,-,,-,"m
Yeni",-,-,-,-,,-
Lefkoşa,300511849,Kıbrıs,Yakın Doğu Ü.,Eczacılık Fak.,Burslu,İng.,,"441,7127",53.800,5,5,0,"100,0%",,-7.624,,-,,"421,8483",61.424,6,6,-,"100,0%",,-
Lefkoşa,300490453,Kıbrıs,Uluslararası Kıbrıs Ü.,Eczacılık Fak.,Burslu,İng.,,"440,1710",55.400,8,8,0,"100,0%",,-6.396,,-,,"421,4313",61.796,8,8,-,"100,0%",,-
Girne,300212065,Kıbrıs,Girne Amerikan Ü.,Eczacılık Fak.,Burslu,İng.,,"439,2036",56.300,12,12,0,"100,0%",,-6.881,,-,,"o
419,8537",63.181,9,9,-,"100,0%",,-
Ankara,208810137,Vakıf,Lokman Hekim Ü.,Eczacılık Fak.,%50 İnd.,İng.,,"433,2879",62.200,34,34,0,"100,0%",,-21.245,,₺360.000,,"399,2453",83.445,32,32,-,"100,0%",,₺225.000
Ankara,200690671,Vakıf,Başkent Ü.,Eczacılık Fak.,%50 İnd.,-,,"426,7707",68.700,40,40,0,"100,0%",,-6.578,,"c
₺600.000",,"407,1957",75.278,36,36,-,"100,0%",,₺355.000
Ankara,208810022,Vakıf,Lokman Hekim Ü.,Eczacılık Fak.,%25 İnd.,-,,"418,9399",77.200,51,51,0,"100,0%",,-14.890,,₺540.000,,"391,2475",92.090,51,51,-,"100,0%",,₺337.500
İstanbul,200110283,Vakıf,Acıbadem Mehmet Ali Aydınlar Ü.,Eczacılık Fak.,%50 İnd.,İng.,,"416,9505",79.400,43,43,0,"100,0%",,".
-3.145",,₺487.500,,"400,1154",82.545,27,27,-,"100,0%",,₺325.000
Gazimağusa,300112506,Kıbrıs,Doğu Akdeniz Ü.,Eczacılık Fak.,Ücretli,İng.,,"416,8367",79.500,25,25,0,"100,0%",,-,,₺623.480,,-,Yer.Olmadı,25,-,-,"0,0%",,₺437.053
İstanbul,206111033,Vakıf,Yeditepe Ü.,Eczacılık Fak.,%50 İnd.,İng.,,"416,4205",80.000,51,51,0,"m
100,0%",,5.151,,₺660.000,,"407,5868",74.849,46,46,-,"100,0%",,₺368.500
İstanbul,202490779,Vakıf,İstanbul Aydın Ü.,Eczacılık Fak.,%50 İnd.,-,,"416,2841",80.100,34,34,0,"100,0%",,3.230,,₺400.000,,"405,5886",76.870,33,33,-,"100,0%",,₺200.000
İstanbul,208410583,Vakıf,İstinye Ü.,Eczacılık Fak.,%50 İnd.,-,,"413,1229",83.600,42,42,0,"100,0%",,-,,₺455.000,,-,Dolmadı,51,28,23,"54,9%",,₺325.000
İstanbul,208750656,Vakıf,İstanbul Kent Ü.,Eczacılık Fak.,%50 İnd.,-,,"411,1682",85.700,34,"i
34",0,"100,0%",,2.171,,₺490.000,,"399,1743",83.529,33,33,-,"100,0%",,₺275.000
Gazimağusa,300190353,Kıbrıs,Doğu Akdeniz Ü.,Eczacılık Fak.,%50 İnd.,İng.,,"410,8863",86.100,"l
26",26,0,"100,0%",,-,,₺311.740,,-,Dolmadı,26,11,15,"42,3%",,₺229.226
İstanbul,209010233,Vakıf,Fenerbahçe Ü.,Eczacılık Fak.,%50 İnd.,-,,"410,1655",86.900,25,25,0,"100,0%",,-,,₺475.200,,-,Dolmadı,25,20,5,"80,0%",,₺264.000
İstanbul,200110265,Vakıf,Acıbadem Mehmet Ali Aydınlar Ü.,Eczacılık Fak.,Ücretli,İng.,,"410,1592","a
86.900",7,7,0,"100,0%",,-9.738,,₺975.000,,"387,3011",96.638,7,7,-,"100,0%",,₺650.000
İstanbul,207610424,Vakıf,Biruni Ü.,Eczacılık Fak.,%50 İnd.,-,,"409,3668",87.800,68,68,0,"100,0%",,-,,₺500.000,,-,Yeni,-,-,-,-,,-
Ankara,209210057,Vakıf,Ankara Medipol Ü.,Eczacılık Fak.,%50 İnd.,-,,"s
408,8499",88.400,59,59,0,"100,0%",,-,,₺825.000,,-,Yeni,-,-,-,-,,-
Lefkoşa,300590658,Kıbrıs,Yakın Doğu Ü.,Eczacılık Fak.,%50 İnd.,İng.,,"406,4924",91.100,30,30,0,"100,0%",,-3.932,,₺371.427,,"388,6992",95.032,29,29,-,"100,0%",,₺260.288
İstanbul,209410030,Vakıf,İstanbul Sağlık ve Teknoloji Ü.,Eczacılık Fak.,%50 İnd.,"n
-",,"405,3978",92.300,68,68,0,"100,0%",,-6.544,,₺555.000,,"385,3692",98.844,68,68,-,"100,0%",,₺277.500
İstanbul,208451050,Vakıf,İstinye Ü.,Eczacılık Fak.,%50 İnd.,İng.,,"404,8143",93.000,25,25,0,"100,0%",,-,,₺455.000,,-,Dolmadı,25,4,21,"16,0%",,₺325.000
İstanbul,206290219,Vakıf,İstanbul Yeni Yüzyıl Ü.,Eczacılık Fak.,"u
%25 İnd.",-,,"402,5546",95.800,54,54,0,"100,0%",,-,,₺432.000,,-,Dolmadı,54,51,3,"94,4%",,₺270.000
İstanbul,200590229,Vakıf,Bahçeşehir Ü.,Eczacılık Fak.,%50 İnd.,İng.,,"402,2114",96.200,29,29,0,"100,0%",,16.410,,₺667.000,,"402,7077",79.790,13,13,-,"100,0%",,₺357.500
İstanbul,207651034,Vakıf,Biruni Ü.,".
Eczacılık Fak.",%50 İnd.,İng.,,"399,6068",99.400,42,42,0,"100,0%",,-,,₺500.000,,-,Yeni,-,-,-,-,,-
Ankara,209210095,Vakıf,Ankara Medipol Ü.,Eczacılık Fak.,%50 İnd.,İng.,,-,Dolmadı,59,52,7,"88,1%",,-,,₺825.000,,-,Yeni,-,-,-,-,,-
İstanbul,203110247,Vakıf,İstanbul Medipol Ü.,"w
Eczacılık Fak.",%50 İnd.,-,,-,Dolmadı,85,37,48,"43,5%",,-,,₺830.000,,-,Yeni,-,-,-,-,,-
İstanbul,209410103,Vakıf,İstanbul Sağlık ve Teknoloji Ü.,Eczacılık Fak.,%50 İnd.,İng.,,-,Dolmadı,42,34,8,"81,0%",,-,,₺555.000,,-,Dolmadı,42,27,15,"64,3%",,₺277.500
İstanbul,203190101,Vakıf,İstanbul Medipol Ü.,Eczacılık Fak.,%50 İnd.,İng.,,-,Dolmadı,59,25,34,"42,4%",,-,,₺830.000,,-,Yeni,-,-,-,-,,-
İstanbul,204790717,Vakıf,İstanbul Okan Ü.,Eczacılık Fak.,%50 İnd.,-,,-,Dolmadı,30,19,11,"63,3%",,-,,₺637.973,,-,Dolmadı,25,17,8,"68,0%",,₺344.850
İstanbul,200950630,Vakıf,Bezm-İ Alem Vakıf Ü.,"w
Eczacılık Fak.",%25 İnd.,-,,-,Dolmadı,54,17,37,"31,5%",,-,,₺793.650,,"394,4935",88.515,48,48,-,"100,0%",,₺429.000
Kocaeli,209710143,Vakıf,Kocaeli Sağlık ve Teknoloji Ü.,Eczacılık Fak.,%25 İnd.,-,,-,Dolmadı,42,17,25,"40,5%",,-,,₺653.400,,-,Dolmadı,51,21,30,"41,2%",,₺408.375
İstanbul,209010240,Vakıf,Fenerbahçe Ü.,Eczacılık Fak.,%50 İnd.,İng.,,-,Dolmadı,17,16,1,"94,1%",,-,,₺475.200,,-,Dolmadı,17,2,15,"11,8%",,₺264.000
Lefkoşa,300490498,Kıbrıs,"w
Uluslararası Kıbrıs Ü.",Eczacılık Fak.,%50 İnd.,İng.,,-,Dolmadı,18,16,2,"88,9%",,-,,₺283.500,,-,Dolmadı,18,7,11,"38,9%",,₺175.950
İstanbul,206110035,Vakıf,Yeditepe Ü.,Eczacılık Fak.,Ücretli,İng.,,-,Dolmadı,25,11,14,"44,0%",,-,,₺1.320.000,,-,Dolmadı,30,22,8,"73,3%",,₺737.000
Girne,300212232,Kıbrıs,Girne Amerikan Ü.,Eczacılık Fak.,%50 İnd.,İng.,,-,Dolmadı,18,9,9,"50,0%",,-,,₺268.800,,-,Dolmadı,14,3,11,"21,4%",,₺168.000
Ankara,200690497,Vakıf,Başkent Ü.,Eczacılık Fak.,Ücretli,-,,-,Dolmadı,25,8,17,"32,0%",,-,,₺1.200.000,,-,Dolmadı,32,21,11,"65,6%",,₺710.000
İstanbul,204790913,Vakıf,İstanbul Okan Ü.,Eczacılık Fak.,%50 İnd.,İng.,,-,Dolmadı,22,8,14,"36,4%",,-,,₺637.973,,-,Yeni,-,-,-,-,,-
İstanbul,202910842,Vakıf,Altınbaş Ü.,Eczacılık Fak.,%50 İnd.,İng.,,-,Dolmadı,34,5,29,"14,7%",,-,,₺495.000,,-,Yeni,-,-,-,-,,-
İstanbul,208750831,Vakıf,İstanbul Kent Ü.,Eczacılık Fak.,%50 İnd.,İng.,,-,Dolmadı,25,4,21,"16,0%",,-,,₺470.000,,-,Yeni,-,-,-,-,,-
İstanbul,200950629,Vakıf,Bezm-İ Alem Vakıf Ü.,Eczacılık Fak.,Ücretli,-,,-,Dolmadı,15,1,14,"6,7%",,-,,₺1.058.200,,-,Dolmadı,21,12,9,"57,1%",,₺572.000
İstanbul,200590222,Vakıf,Bahçeşehir Ü.,Eczacılık Fak.,Ücretli,İng.,,-,Yer.Olmadı,10,0,10,"0,0%",,-,,₺1.334.000,,-,Dolmadı,26,4,22,"15,4%",,₺715.000
İstanbul,204790710,Vakıf,İstanbul Okan Ü.,Eczacılık Fak.,Ücretli,-,,-,Yer.Olmadı,4,0,4,"0,0%",,-,,₺1.275.945,,-,Yer.Olmadı,8,-,-,"0,0%",,₺689.700
İstanbul,204790906,Vakıf,İstanbul Okan Ü.,Eczacılık Fak.,Ücretli,İng.,,-,Yer.Olmadı,3,0,3,"0,0%",,-,,₺1.275.945,,-,Yeni,-,-,-,-,,-
Girne,300212056,Kıbrıs,Girne Amerikan Ü.,Eczacılık Fak.,Ücretli,İng.,,-,Yer.Olmadı,10,0,10,"0,0%",,-,,₺537.600,,-,Dolmadı,17,3,14,"17,6%",,₺336.000
Lefkoşa,300411329,Kıbrıs,Uluslararası Kıbrıs Ü.,Eczacılık Fak.,Ücretli,İng.,,-,Yer.Olmadı,24,0,24,"0,0%",,-,,₺567.000,,-,Dolmadı,24,5,19,"20,8%",,₺333.450
Lokasyon,Kodu,Ün.Türü,Üniversite Adı,Fakültesi & Yüksekokulu,Öğr.Şekli,Özelliği,.,Taban P.,Yk.Tab.S.,Kon.,Yer.,Boş,Dol.%,.,DEĞİŞİMİ,.,Bilgisi,.,Taban P.,Taban S.,Kon.,Yer.,Boş,Dol.%,.,Bilgisi
ECZACILIK (MSB),,,,www.unsalim.com,,,,2025 GENEL YERLEŞTİRME BİLGİLERİ,,,,,,,SIRALAMA,,2025 ÜCRET,,2024 GENEL YERLEŞTİRME BİLGİLERİ,,,,,,,2024 ÜCRET
Lokasyon,Kodu,Ün.Türü,Üniversite Adı,Fakültesi & Yüksekokulu,Öğr.Şekli,Özelliği,.,Taban P.,Yk.Tab.S.,Kon.,Yer.,Boş,Dol.%,.,DEĞİŞİMİ,.,Bilgisi,.,Taban P.,Taban S.,Kon.,Yer.,Boş,Dol.%,.,Bilgisi
Ankara,111091383,Devlet,Sağlık Bilimleri Ü.,Gülhane Eczacılık Fak.,Örgün,Erkek,,"448,4168",47.500,3,3,0,"100,0%",,-3.142,,-,,"434,3613",50.642,3,3,-,"100,0%",,-
ELEKTRİK MÜHENDİSLİĞİ,,,,www.unsalim.com,,,,2025 GENEL YERLEŞTİRME BİLGİLERİ,,,,,,,SIRALAMA,,2025 ÜCRET,,2024 GENEL YERLEŞTİRME BİLGİLERİ,,,,,,,2024 ÜCRET
Lokasyon,Kodu,Ün.Türü,Üniversite Adı,Fakültesi & Yüksekokulu,Öğr.Şekli,Özelliği,.,Taban P.,Yk.Tab.S.,Kon.,Yer.,Boş,Dol.%,.,DEĞİŞİMİ,.,Bilgisi,.,Taban P.,Taban S.,Kon.,Yer.,Boş,Dol.%,.,Bilgisi
İstanbul,105510617,Devlet,İstanbul Teknik Ü.,Elektrik-Elektronik Fak.,Örgün,İng.,,"512,9662",6.080,40,40,0,"100,0%",,-682,,-,,"510,8639",6.762,40,40,-,"100,0%",,-
İstanbul,105510098,Devlet,İstanbul Teknik Ü.,Elektrik-Elektronik Fak.,Örgün,-,,"510,7249",6.830,60,60,0,"100,0%",,-891,,-,,"507,8185",7.721,60,60,-,"100,0%",,-
İstanbul,110110049,Devlet,Yıldız Teknik Ü.,Elektrik-Elektronik Fak.,Örgün,-,,"476,8522",24.400,100,100,0,"100,0%",,-3.556,,-,,"465,6503",27.956,135,135,-,"100,0%",,-
Kocaeli,106910319,Devlet,Kocaeli Ü.,Mühendislik Fak.,Örgün,-,,"401,2415",97.400,60,60,0,"100,0%",,-18.209,,-,,"371,8062",115.609,95,95,-,"100,0%",,-
Manisa,102590426,Devlet,Manisa Celâl Bayar Ü.,Hasan Ferdi Turgutlu Teknoloji Fak.,Örgün,-,,"339,1190",196.200,30,30,0,"100,0%",,-26.059,,-,,"314,6017",222.259,30,30,-,"100,0%",,-
Balıkesir,110670137,Devlet,Bandırma Onyedi Eylül Ü.,Mühendislik ve Doğa Bilimleri Fak.,Örgün,-,,"337,1449",200.800,30,30,0,"100,0%",,-47.518,,-,,"305,3100","m
248.318",55,55,-,"100,0%",,-
Afyon,100410633,Devlet,Afyon Kocatepe Ü.,Mühendislik Fak.,Örgün,-,,"317,0224",252.600,50,50,0,"100,0%",,-43.399,,-,,"291,1684",295.999,60,60,-,"100,0%",,-
ELEKTRİK-ELEKTRONİK MÜHENDİSLİĞİ,,,,www.unsalim.com,,,,2025 GENEL YERLEŞTİRME BİLGİLERİ,,,,,,,SIRALAMA,,2025 ÜCRET,,"o
2024 GENEL YERLEŞTİRME BİLGİLERİ",,,,,,,2024 ÜCRET
Lokasyon,Kodu,Ün.Türü,Üniversite Adı,Fakültesi & Yüksekokulu,Öğr.Şekli,Özelliği,.,Taban P.,Yk.Tab.S.,Kon.,Yer.,Boş,Dol.%,.,DEĞİŞİMİ,.,Bilgisi,.,Taban P.,Taban S.,Kon.,Yer.,Boş,Dol.%,.,Bilgisi
İstanbul,203910399,Vakıf,Koç Ü.,Mühendislik Fak.,Burslu,İng.,,"544,0313",270,15,15,0,"100,0%",,-116,,"c
-",,"545,6072",386,13,13,-,"100,0%",,-
Ankara,202110426,Vakıf,İhsan Doğramacı Bilkent Ü.,Mühendislik Fak.,Burslu,İng.,,"542,6858",360,42,42,0,"100,0%",,-92,,-,,"544,6709",452,42,42,-,"100,0%",,-
Ankara,108410354,Devlet,Orta Doğu Teknik Ü.,Mühendislik Fak.,Örgün,İng.,,"532,8844",1.450,150,150,0,"100,0%",,".
-153",,-,,"534,4112",1.603,170,170,-,"100,0%",,-
İstanbul,102210286,Devlet,Boğaziçi Ü.,Mühendislik Fak.,Örgün,İng.,,"529,6031",2.000,75,75,0,"100,0%",,142,,-,,"532,6139",1.858,90,90,-,"100,0%",,-
Ankara,205410132,Vakıf,TOBB Ekonomi ve Teknoloji Ü.,Mühendislik Fak.,Burslu,-,,"525,5722",2.760,13,13,0,"m
100,0%",,79,,-,,"527,8800",2.681,13,13,-,"100,0%",,-
Ankara,202110744,Vakıf,İhsan Doğramacı Bilkent Ü.,Mühendislik Fak.,%50 İnd.,İng.,,"520,6154",3.880,35,35,0,"100,0%",,817,,₺475.000,,"525,7967",3.063,35,35,-,"100,0%",,₺310.000
Ankara,104810511,Devlet,Hacettepe Ü.,Mühendislik Fak.,Örgün,İng.,,"512,9211",6.090,85,85,0,"100,0%",,-220,,-,,"512,3550",6.310,100,100,-,"100,0%",,-
İstanbul,204810113,Vakıf,Özyeğin Ü.,Mühendislik Fak.,Burslu,İng.,,"511,1215",6.690,11,"i
11",0,"100,0%",,2.591,,-,,"520,9258",4.099,9,9,-,"100,0%",,-
İstanbul,109610182,Devlet,Türk-Alman Ü.,Mühendislik Fak.,Örgün,Alm.,,"492,6196",14.700,"l
50",50,0,"100,0%",,3.000,,-,,"496,9886",11.700,50,50,-,"100,0%",,-
Ankara,205410335,Vakıf,TOBB Ekonomi ve Teknoloji Ü.,Mühendislik Fak.,%50 İnd.,-,,"490,5461",15.800,25,25,0,"100,0%",,-2.969,,₺465.000,,"481,8637",18.769,25,25,-,"100,0%",,₺300.000
Gazimağusa,105590148,Kıbrıs,İTÜ-KKTC Eğitim Araştırma Yerleşkesi,İTÜ-KKTC Eğitim Araştırma Yerleşkesi,Burslu,İng.,,"486,3920","a
18.200",5,5,0,"100,0%",,-96.993,,-,,"372,1282",115.193,5,5,-,"100,0%",,-
Ankara,104112074,Devlet,Gazi Ü.,Mühendislik Fak.,Örgün,İng.,,"484,6236",19.300,60,60,0,"100,0%",,80,,-,,"480,9988",19.220,60,60,-,"100,0%",,-
İstanbul,203910406,Vakıf,Koç Ü.,Mühendislik Fak.,%50 İnd.,İng.,,"s
480,1926",22.100,20,20,0,"100,0%",,-,,₺795.000,,-,Yeni,-,-,-,-,,-
İstanbul,206110635,Vakıf,Yeditepe Ü.,Mühendislik Fak.,Burslu,İng.,,"477,6617",23.800,12,12,0,"100,0%",,1.619,,-,,"475,3962",22.181,14,14,-,"100,0%",,-
Ankara,202110417,Vakıf,İhsan Doğramacı Bilkent Ü.,Mühendislik Fak.,Ücretli,"n
İng.",,"475,7126",25.200,80,80,0,"100,0%",,9.148,,₺950.000,,"487,1525",16.052,80,80,-,"100,0%",,₺620.000
Ankara,200690474,Vakıf,Başkent Ü.,Mühendislik Fak.,Burslu,İng.,,"474,1806",26.300,4,4,0,"100,0%",,4.013,,-,,"475,2080",22.287,4,4,-,"100,0%",,-
İstanbul,200510482,Vakıf,Bahçeşehir Ü.,Mühendislik ve Doğa Bilimleri Fak.,"u
Burslu",İng.,,"472,9096",27.200,12,12,0,"100,0%",,8.185,,-,,"481,3779",19.015,11,11,-,"100,0%",,-
Ankara,104110633,Devlet,Gazi Ü.,Mühendislik Fak.,Örgün,-,,"470,1455",29.200,60,60,0,"100,0%",,-4.963,,-,,"456,3129",34.163,80,80,-,"100,0%",,-
İstanbul,109610219,Devlet,Türk-Alman Ü.,".
Mühendislik Fak.",Örgün,Alm.,,"470,1547",29.200,10,10,0,"100,0%",,5.769,,-,,"473,1961",23.431,10,10,-,"100,0%",,-
Ankara,101111191,Devlet,Ankara Ü.,Mühendislik Fak.,Örgün,İng.,,"469,3129",29.900,60,60,0,"100,0%",,-708,,-,,"461,6179",30.608,80,80,-,"100,0%",,-
İstanbul,107210871,Devlet,Marmara Ü.,"w
Mühendislik Fak.",Örgün,İng.,,"469,0480",30.100,60,60,0,"100,0%",,654,,-,,"463,2972",29.446,70,70,-,"100,0%",,-
İzmir,103490491,Devlet,Ege Ü.,Mühendislik Fak.,Örgün,İng.,,"466,6579",31.800,50,50,0,"100,0%",,-3.088,,-,,"455,2160",34.888,85,85,-,"100,0%",,-
Ankara,206710570,Vakıf,TED Ü.,Mühendislik Fak.,Burslu,İng.,,"466,0287",32.300,7,7,0,"100,0%",,-,,-,,-,Yeni,-,-,-,-,,-
İstanbul,203710302,Vakıf,Kadir Has Ü.,Mühendislik ve Doğa Bilimleri Fak.,Burslu,İng.,,"463,6599",34.200,4,4,0,"100,0%",,1.952,,-,,"459,0521",32.248,5,5,-,"100,0%",,-
Ankara,201110729,Vakıf,Çankaya Ü.,"w
Mühendislik Fak.",Burslu,İng.,,"461,0625",36.400,10,10,0,"100,0%",,-2.152,,-,,"450,0334",38.552,10,10,-,"100,0%",,-
İzmir,203510879,Vakıf,İzmir Ekonomi Ü.,Mühendislik Fak.,Burslu,İng.,,"460,5038",36.900,8,8,0,"100,0%",,4.320,,-,,"458,5913",32.580,8,8,-,"100,0%",,-
İzmir,103110469,Devlet,Dokuz Eylül Ü.,Mühendislik Fak.,Örgün,İng.,,"457,8758",39.200,70,70,0,"100,0%",,-961,,-,,"447,8419",40.161,90,90,-,"100,0%",,-
Eskişehir,112410397,Devlet,"w
Eskişehir Teknik Ü.",Mühendislik Fak.,Örgün,İng.,,"455,3573",41.300,60,60,0,"100,0%",,-4.492,,-,,"440,3902",45.792,95,95,-,"100,0%",,-
Ankara,110010253,Devlet,Ankara Yıldırım Beyazıt Ü.,Mühendislik ve Doğa Bilimleri Fak.,Örgün,İng.,,"454,4781",42.100,60,60,0,"100,0%",,-2.930,,-,,"441,3504",45.030,80,80,-,"100,0%",,-
İstanbul,107211012,Devlet,Marmara Ü.,Teknoloji Fak.,Örgün,-,,"454,0190",42.500,54,54,0,"100,0%",,-4.471,,-,,"438,9237",46.971,70,70,-,"100,0%",,-
Ankara,200611416,Vakıf,Başkent Ü.,Mühendislik Fak.,Burslu,-,,"452,2393",44.100,9,9,0,"100,0%",,2.002,,-,,"445,2577",42.098,10,10,-,"100,0%",,-
İstanbul,203110398,Vakıf,İstanbul Medipol Ü.,Mühendislik ve Doğa Bilimleri Fak.,Burslu,İng.,,"451,0591",45.100,10,10,0,"100,0%",,2.728,,-,,"444,9141",42.372,10,10,-,"100,0%",,-
Ankara,104111297,Devlet,Gazi Ü.,Teknoloji Fak.,Örgün,-,,"450,9690",45.200,63,63,0,"100,0%",,-3.249,,-,,"437,0734",48.449,75,75,-,"100,0%",,-
İstanbul,207210101,Vakıf,MEF Ü.,Mühendislik Fak.,Burslu,İng.,,"450,7881",45.400,9,9,0,"100,0%",,-972,,-,,"439,7010",46.372,9,9,-,"100,0%",,-
Ankara,209210110,Vakıf,Ankara Medipol Ü.,Mühendislik ve Doğa Bilimleri Fak.,Burslu,İng.,,"450,6727",45.500,6,6,0,"100,0%",,1.130,,-,,"442,2365",44.370,6,6,-,"100,0%",,-
Eskişehir,103810189,Devlet,Eskişehir Osmangazi Ü.,Mühendislik-Mimarlık Fak.,Örgün,İng.,,"448,9846",47.000,70,70,0,"100,0%",,-5.381,,-,,"432,3034",52.381,100,100,-,"100,0%",,-
İstanbul,111610697,Devlet,İstanbul Ü.-Cerrahpaşa,Mühendislik Fak.,Örgün,-,,"449,0239",47.000,60,60,0,"100,0%",,-5.062,,-,,"432,7038",52.062,80,80,-,"100,0%",,-
İzmir,206010433,Vakıf,Yaşar Ü.,Mühendislik Fak.,Burslu,İng.,,"448,3282",47.600,9,9,0,"100,0%",,-916,,-,,"436,9940",48.516,9,9,-,"100,0%",,-
Ankara,200210379,Vakıf,Atılım Ü.,Mühendislik Fak.,Burslu,İng.,,"446,6189",49.200,7,7,0,"100,0%",,3.581,,-,,"440,6016",45.619,9,9,-,"100,0%",,-
Ankara,209110030,Vakıf,Ostim Teknik Ü.,Mühendislik Fak.,Burslu,İng.,,"445,6062",50.200,14,14,0,"100,0%",,884,,-,,"436,0443",49.316,8,8,-,"100,0%",,-
