Sehir,Id,bolum_adi,Tur,Universite,Fakülte,Ogrenim_sekli,Ozellik,2025_Taban_Puan,2025_Taban_Sıralama,2025_Kontenjan,2025_Dolu_Kontenjan,2025_Bos_Kontenjan,2025_Kontenjan_Orani,2025_Sıralama_Degisim_Orani,2025_Ucret,2024_TabanPuani,2024_TabanSıralama,2024_Kontenjan,2024_Dolu_Kontenjan,2024_Bos_Kontenjan,2024_Kontenjan_Orani,2024_Ucret
İstanbul,203090123,ÇİZGİ FİLM VE ANİMASYON,Vakıf,İstanbul Kültür Ü.,Sanat ve Tasarım Fak.,%50 İnd.,-,-,Dolmadı,29,13,16,"44,8%",-,₺425.000,-,Dolmadı,45,22,23,"48,9%",₺274.500
İstanbul,201990762,ÇİZGİ FİLM VE ANİMASYON,Vakıf,Haliç Ü.,Güzel Sanatlar Fak.,%25 İnd.,-,-,Dolmadı,56,"i
12",44,"21,4%",-,₺371.250,-,Dolmadı,49,27,22,"55,1%",₺231.000
Antalya,210100178,ÇİZGİ FİLM VE ANİMASYON,Vakıf,Alanya Ü.,Sanat ve Tasarım Fak.,%50 İnd.,-,-,Dolmadı,"l
16",10,6,"62,5%",-,₺238.000,-,Dolmadı,17,13,4,"76,5%",₺140.000
İstanbul,202390217,ÇİZGİ FİLM VE ANİMASYON,Vakıf,İstanbul Arel Ü.,Güzel Sanatlar Fak.,%50 İnd.,-,-,Dolmadı,22,9,13,"40,9%",-,₺292.500,-,Dolmadı,21,11,10,"52,4%",₺239.625
İstanbul,200851592,ÇİZGİ FİLM VE ANİMASYON,Vakıf,Beykoz Ü.,Sanat ve Tasarım Fak.,%50 İnd.,-,-,"a
Dolmadı",20,3,17,"15,0%",-,₺528.000,-,Dolmadı,25,15,10,"60,0%",₺292.100
Ankara,200612098,ÇİZGİ FİLM VE ANİMASYON,Vakıf,Başkent Ü.,Güzel Sanatlar Tasarım ve Mimarlık Fak.,Ücretli,-,-,Dolmadı,4,1,3,"25,0%",-,₺910.000,"213,4332",1.220.055,4,4,-,"100,0%",₺540.000
Ankara,111790315,EL SANATLARI,Devlet,Ankara Hacı Bayram Veli Ü.,Sanat ve Tasarım Fak.,Örgün,-,"305,4685",214.000,24,24,0,"100,0%",-9.734,-,"329,1824",223.734,24,24,-,"100,0%",-
Konya,108990439,EL SANATLARI,Devlet,Selçuk Ü.,Mimarlık ve Tasarım Fak.,"u
Örgün",-,"271,6823",454.600,35,35,0,"100,0%",-42.778,-,"286,8953",497.378,35,35,-,"100,0%",-
Ankara,111712214,EL SANATLARI (MTOK),Devlet,Ankara Hacı Bayram Veli Ü.,"w
Sanat ve Tasarım Fak.",Örgün,-,"199,4556",1.076.000,25,25,0,"100,0%",-106.081,-,"217,9077",1.182.081,25,25,-,"100,0%",-
İzmir,103190550,FİLM TASARIMI VE YAZARLIĞI,Devlet,Dokuz Eylül Ü.,"w
Güzel Sanatlar Fak.",Örgün,-,"337,5849",86.600,40,40,0,"100,0%",-24.170,-,"359,3708",110.770,40,40,-,"100,0%",-
Ankara,200690476,FİLM TASARIMI VE YÖNETİMİ,Vakıf,Başkent Ü.,Güzel Sanatlar Tasarım ve Mimarlık Fak.,Burslu,-,"402,7148",7.130,4,4,0,"100,0%",-5.484,-,"422,5861",12.614,4,4,-,"100,0%",-
İstanbul,107290337,FİLM TASARIMI VE YÖNETİMİ,Devlet,Marmara Ü.,Güzel Sanatlar Fak.,Örgün,-,"363,1552",36.500,60,60,0,"100,0%",-18.070,-,"384,4496",54.570,60,60,-,"100,0%",-
Ankara,209510017,FİLM TASARIMI VE YÖNETİMİ,Vakıf,Ankara Bilim Ü.,Güzel Sanatlar ve Tasarım Fak.,Burslu,İng.,"350,6782",56.500,4,4,0,"100,0%",16.995,-,"394,0234",39.505,4,4,-,"100,0%",-
İstanbul,205090296,FİLM TASARIMI VE YÖNETİMİ,Vakıf,İstanbul Topkapı Ü.,İletişim Fak.,Burslu,-,"347,2318",63.400,4,4,0,"100,0%",-55.886,-,"356,4983",119.286,4,4,-,"100,0%",-
Gaziantep,104290458,FİLM TASARIMI VE YÖNETİMİ,Devlet,Gaziantep Ü.,Güzel Sanatlar Fak.,Örgün,-,"271,8194",453.500,65,65,0,"100,0%",-273.830,-,"262,5812",727.330,65,65,-,"100,0%",-
Girne,301610026,FİLM TASARIMI VE YÖNETİMİ,Kıbrıs,Arkın Yaratıcı Sanatlar ve Tasarım Ü.,Sanat Fak.,Burslu,İng.,-,Dolmadı,16,8,8,"50,0%",-,-,"176,8928",1.408.851,15,15,-,"100,0%",-
İstanbul,205090303,FİLM TASARIMI VE YÖNETİMİ,Vakıf,İstanbul Topkapı Ü.,İletişim Fak.,%50 İnd.,-,-,Dolmadı,25,4,21,"16,0%",-,₺300.000,-,Dolmadı,25,4,21,"16,0%",₺176.000
Ankara,209510018,FİLM TASARIMI VE YÖNETİMİ,Vakıf,Ankara Bilim Ü.,Güzel Sanatlar ve Tasarım Fak.,%50 İnd.,İng.,-,Dolmadı,25,4,21,"16,0%",-,₺400.000,-,Dolmadı,23,19,4,"82,6%",₺250.000
Ankara,200690685,FİLM TASARIMI VE YÖNETİMİ,Vakıf,Başkent Ü.,Güzel Sanatlar Tasarım ve Mimarlık Fak.,%50 İnd.,-,-,Dolmadı,21,3,18,"14,3%",-,₺455.000,-,Dolmadı,23,19,4,"82,6%",₺270.000
Ankara,200690475,FİLM TASARIMI VE YÖNETİMİ,Vakıf,Başkent Ü.,Güzel Sanatlar Tasarım ve Mimarlık Fak.,Ücretli,-,-,Dolmadı,2,1,1,"50,0%",-,₺910.000,-,Dolmadı,2,1,1,"50,0%",₺540.000
Girne,301610025,FİLM TASARIMI VE YÖNETİMİ,Kıbrıs,Arkın Yaratıcı Sanatlar ve Tasarım Ü.,Sanat Fak.,Ücretli,İng.,-,Yer.Olmadı,2,0,2,"0,0%",-,₺325.000,-,Yer.Olmadı,2,-,-,"0,0%",₺220.000
Girne,301610027,FİLM TASARIMI VE YÖNETİMİ,Kıbrıs,Arkın Yaratıcı Sanatlar ve Tasarım Ü.,Sanat Fak.,%50 İnd.,İng.,-,Yer.Olmadı,2,0,2,"0,0%",-,₺162.500,-,Yer.Olmadı,3,-,-,"0,0%",₺122.500
İzmir,103190552,FİLM TASARIMI VE YÖNETMENLİĞİ,Devlet,Dokuz Eylül Ü.,Güzel Sanatlar Fak.,Örgün,-,"350,1692",57.500,35,35,0,"100,0%",-16.617,-,"374,2478",74.117,35,35,-,"100,0%",-
İzmir,103111113,FOTOĞRAF,Devlet,Dokuz Eylül Ü.,Güzel Sanatlar Fak.,Örgün,-,"324,6418",127.200,35,35,0,"100,0%",-27.559,-,"345,7580",154.759,35,35,-,"100,0%",-
Erzurum,101490394,FOTOĞRAF,Devlet,Atatürk Ü.,Güzel Sanatlar Fak.,Örgün,-,"255,1202",608.700,30,30,0,"100,0%",6.991,-,"275,2627",601.709,30,30,-,"100,0%",-
İstanbul,110110597,FOTOĞRAF VE VİDEO,Devlet,Yıldız Teknik Ü.,Sanat ve Tasarım Fak.,Örgün,-,"368,2147",30.200,40,40,0,"100,0%",-7.388,-,"395,4315","m
37.588",40,40,-,"100,0%",-
Ankara,111711755,FOTOĞRAF VE VİDEO,Devlet,Ankara Hacı Bayram Veli Ü.,Güzel Sanatlar Fak.,Örgün,-,"317,2508",156.600,55,55,0,"100,0%",-37.008,-,"335,9259",193.608,55,55,-,"100,0%",-
İstanbul,204890153,GASTRONOMİ VE MUTFAK SANATLARI,Vakıf,Özyeğin Ü.,Uygulamalı Bilimler Fak.,Burslu,İng.,"464,6334",300,8,8,0,"100,0%",-17,"c
-","497,1699",317,9,9,-,"100,0%",-
İstanbul,206111845,GASTRONOMİ VE MUTFAK SANATLARI,Vakıf,Yeditepe Ü.,Güzel Sanatlar Fak.,Burslu,İng.,"450,4438",700,9,9,0,"100,0%",250,-,"490,8681",450,9,9,-,"100,0%",-
İzmir,203590149,GASTRONOMİ VE MUTFAK SANATLARI,Vakıf,İzmir Ekonomi Ü.,Uygulamalı Yönetim Bilimleri Y.O.,Burslu,İng.,"440,2958",1.080,6,6,0,"100,0%",".
-113",-,"471,2251",1.193,6,6,-,"100,0%",-
İstanbul,200590190,GASTRONOMİ VE MUTFAK SANATLARI,Vakıf,Bahçeşehir Ü.,Uygulamalı Bilimler Y.O.,Burslu,İng.,"432,7813",1.650,8,8,0,"100,0%",841,-,"478,6875",809,7,7,-,"100,0%",-
İstanbul,202512269,GASTRONOMİ VE MUTFAK SANATLARI,Vakıf,İstanbul Bilgi Ü.,Uygulamalı Bilimler Fak.,Burslu,İng.,"429,3014",2.000,10,10,0,"m
100,0%",331,-,"464,8633",1.669,8,8,-,"100,0%",-
İstanbul,208450803,GASTRONOMİ VE MUTFAK SANATLARI,Vakıf,İstinye Ü.,Güzel Sanatlar Tasarım ve Mimarlık Fak.,Burslu,İng.,"428,0636",2.140,4,4,0,"100,0%",-276,-,"457,0627",2.416,4,4,-,"100,0%",-
Ankara,200612265,GASTRONOMİ VE MUTFAK SANATLARI,Vakıf,Başkent Ü.,Güzel Sanatlar Tasarım ve Mimarlık Fak.,Burslu,-,"418,6707",3.270,8,8,0,"100,0%",458,-,"453,9627",2.812,8,8,-,"100,0%",-
İstanbul,208450748,GASTRONOMİ VE MUTFAK SANATLARI,Vakıf,İstinye Ü.,Güzel Sanatlar Tasarım ve Mimarlık Fak.,Burslu,-,"411,0217",4.780,8,"i
8",0,"100,0%",586,-,"445,8184",4.194,9,9,-,"100,0%",-
İzmir,206011228,GASTRONOMİ VE MUTFAK SANATLARI,Vakıf,Yaşar Ü.,Uygulamalı Bilimler Y.O.,Burslu,-,"410,4941",4.910,"l
7",7,0,"100,0%",1.429,-,"449,6401",3.481,8,8,-,"100,0%",-
İstanbul,204790576,GASTRONOMİ VE MUTFAK SANATLARI,Vakıf,İstanbul Okan Ü.,Uygulamalı Bilimler Fak.,Burslu,İng.,"408,8453",5.330,8,8,0,"100,0%",1.142,-,"445,8478",4.188,8,8,-,"100,0%",-
Antalya,100710815,GASTRONOMİ VE MUTFAK SANATLARI,Devlet,Akdeniz Ü.,Turizm Fak.,Örgün,-,"408,2273","a
5.490",40,40,0,"100,0%",-4.509,-,"427,6266",9.999,75,75,-,"100,0%",-
Ankara,209210081,GASTRONOMİ VE MUTFAK SANATLARI,Vakıf,Ankara Medipol Ü.,Güzel Sanatlar Tasarım ve Mimarlık Fak.,Burslu,İng.,"407,2762",5.750,10,10,0,"100,0%",-1.800,-,"433,5668",7.550,10,10,-,"100,0%",-
İstanbul,203190932,GASTRONOMİ VE MUTFAK SANATLARI,Vakıf,İstanbul Medipol Ü.,Güzel Sanatlar Tasarım ve Mimarlık Fak.,Burslu,İng.,"s
404,7609",6.490,10,10,0,"100,0%",-,-,-,Yeni,-,-,-,-,-
İstanbul,203111599,GASTRONOMİ VE MUTFAK SANATLARI,Vakıf,İstanbul Medipol Ü.,Güzel Sanatlar Tasarım ve Mimarlık Fak.,Burslu,-,"396,9070",9.250,10,10,0,"100,0%",1.606,-,"433,2731",7.644,10,10,-,"100,0%",-
İstanbul,202412394,GASTRONOMİ VE MUTFAK SANATLARI,Vakıf,İstanbul Aydın Ü.,Güzel Sanatlar Fak.,Burslu,"n
-","395,0153",10.000,10,10,0,"100,0%",747,-,"429,2275",9.253,10,10,-,"100,0%",-
İstanbul,208750238,GASTRONOMİ VE MUTFAK SANATLARI,Vakıf,İstanbul Kent Ü.,Sanat ve Tasarım Fak.,Burslu,İng.,"393,1791",10.900,3,3,0,"100,0%",-3.563,-,"419,4531",14.463,4,4,-,"100,0%",-
İstanbul,201990513,GASTRONOMİ VE MUTFAK SANATLARI,Vakıf,Haliç Ü.,Güzel Sanatlar Fak.,"u
Burslu",-,"391,9132",11.500,10,10,0,"100,0%",-6.477,-,"414,4339",17.977,10,10,-,"100,0%",-
Eskişehir,101011014,GASTRONOMİ VE MUTFAK SANATLARI,Devlet,Anadolu Ü.,Turizm Fak.,Örgün,-,"391,4916",11.700,65,65,0,"100,0%",-2.988,-,"419,1263",14.688,65,65,-,"100,0%",-
İstanbul,204790537,GASTRONOMİ VE MUTFAK SANATLARI,Vakıf,İstanbul Okan Ü.,".
Uygulamalı Bilimler Fak.",Burslu,-,"391,3625",11.800,8,8,0,"100,0%",-213,-,"423,6372",12.013,8,8,-,"100,0%",-
Antalya,206410562,GASTRONOMİ VE MUTFAK SANATLARI,Vakıf,Antalya Bilim Ü.,Turizm Fak.,Burslu,İng.,"388,5855",13.300,6,6,0,"100,0%",2.549,-,"426,1334",10.751,6,6,-,"100,0%",-
İzmir,103190635,GASTRONOMİ VE MUTFAK SANATLARI,Devlet,Dokuz Eylül Ü.,"w
Turizm Fak.",Örgün,-,"388,2275",13.500,40,40,0,"100,0%",-7.191,-,"411,1104",20.691,60,60,-,"100,0%",-
İstanbul,204112082,GASTRONOMİ VE MUTFAK SANATLARI,Vakıf,Maltepe Ü.,Güzel Sanatlar Fak.,Burslu,-,"387,7254",13.700,4,4,0,"100,0%",-1.525,-,"418,2901",15.225,4,4,-,"100,0%",-
İstanbul,202790573,GASTRONOMİ VE MUTFAK SANATLARI,Vakıf,İstanbul Gelişim Ü.,Uygulamalı Bilimler Fak.,Burslu,İng.,"385,4731",15.100,6,6,0,"100,0%",-6.459,-,"410,1711",21.559,5,5,-,"100,0%",-
İstanbul,207651055,GASTRONOMİ VE MUTFAK SANATLARI,Vakıf,Biruni Ü.,Uygulamalı Bilimler Fak.,Burslu,-,"385,2669",15.200,5,5,0,"100,0%",-,-,-,Yeni,-,-,-,-,-
İstanbul,202990168,GASTRONOMİ VE MUTFAK SANATLARI,Vakıf,Altınbaş Ü.,"w
Uygulamalı Bilimler Fak.",Burslu,-,"384,0074",16.000,5,5,0,"100,0%",-3.659,-,"412,2954",19.659,5,5,-,"100,0%",-
Antalya,100711091,GASTRONOMİ VE MUTFAK SANATLARI,Devlet,Akdeniz Ü.,Manavgat Turizm Fak.,Örgün,-,"381,6788",17.700,40,40,0,"100,0%",-19.464,-,"395,7697",37.164,85,85,-,"100,0%",-
İstanbul,208750173,GASTRONOMİ VE MUTFAK SANATLARI,Vakıf,İstanbul Kent Ü.,Sanat ve Tasarım Fak.,Burslu,-,"380,8278",18.400,4,4,0,"100,0%",-3.629,-,"409,6326",22.029,4,4,-,"100,0%",-
Eskişehir,103890042,GASTRONOMİ VE MUTFAK SANATLARI,Devlet,"w
Eskişehir Osmangazi Ü.",Turizm Fak.,Örgün,-,"380,2111",18.800,55,55,0,"100,0%",-7.206,-,"405,4276",26.006,55,55,-,"100,0%",-
Ankara,111711437,GASTRONOMİ VE MUTFAK SANATLARI,Devlet,Ankara Hacı Bayram Veli Ü.,Turizm Fak.,Örgün,-,"378,9413",19.900,50,50,0,"100,0%",-12.665,-,"399,4757",32.565,69,69,-,"100,0%",-
İstanbul,210301333,GASTRONOMİ VE MUTFAK SANATLARI,Vakıf,İstanbul Beykent Ü.,Güzel Sanatlar Fak.,Burslu,-,"376,4046",21.600,9,9,0,"100,0%",-1.514,-,"408,3990",23.114,10,10,-,"100,0%",-
Çanakkale,102790178,GASTRONOMİ VE MUTFAK SANATLARI,Devlet,Çanakkale Onsekiz Mart Ü.,Turizm Fak.,Örgün,-,"375,6134",21.700,50,50,0,"100,0%",-15.760,-,"395,5373",37.460,50,50,-,"100,0%",-
İstanbul,202790572,GASTRONOMİ VE MUTFAK SANATLARI,Vakıf,İstanbul Gelişim Ü.,Uygulamalı Bilimler Fak.,Burslu,-,"375,5985",21.700,7,7,0,"100,0%",-7.839,-,"402,0818",29.539,5,5,-,"100,0%",-
Antalya,210100199,GASTRONOMİ VE MUTFAK SANATLARI,Vakıf,Alanya Ü.,Sanat ve Tasarım Fak.,Burslu,İng.,"374,5605",22.500,4,4,0,"100,0%",-4.446,-,"404,4820",26.946,3,3,-,"100,0%",-
İstanbul,210402390,GASTRONOMİ VE MUTFAK SANATLARI,Vakıf,İstanbul Nişantaşı Ü.,Sanat ve Tasarım Fak.,Burslu,-,"373,4082",23.900,14,14,0,"100,0%",-347,-,"407,1936",24.247,12,12,-,"100,0%",-
İstanbul,209810037,GASTRONOMİ VE MUTFAK SANATLARI,Vakıf,İstanbul Galata Ü.,Sanat ve Sosyal Bilimler Fak.,Burslu,-,"372,8071",25.000,5,5,0,"100,0%",-3.185,-,"403,3131",28.185,5,5,-,"100,0%",-
İzmir,105761066,GASTRONOMİ VE MUTFAK SANATLARI,Devlet,İzmir Katip Çelebi Ü.,Turizm Fak.,Örgün,-,"371,7420",26.500,40,40,0,"100,0%",-21.958,-,"388,1044",48.458,65,65,-,"100,0%",-
İstanbul,202712346,GASTRONOMİ VE MUTFAK SANATLARI,Vakıf,İstanbul Gelişim Ü.,Güzel Sanatlar Fak.,Burslu,-,"371,7191",26.500,8,8,0,"100,0%",-7.372,-,"398,3684",33.872,5,5,-,"100,0%",-
İstanbul,201211171,GASTRONOMİ VE MUTFAK SANATLARI,Vakıf,Doğuş Ü.,Sanat ve Tasarım Fak.,Burslu,-,"371,1107",27.100,9,9,0,"100,0%",-6.601,-,"398,5071",33.701,11,11,-,"100,0%",-
İstanbul,208151260,GASTRONOMİ VE MUTFAK SANATLARI,Vakıf,İstanbul Rumeli Ü.,"Sanat, Tasarım ve Mimarlık Fak.",Burslu,-,"369,7563",28.500,3,3,0,"100,0%",-4.270,-,"399,3018",32.770,3,3,-,"100,0%",-
Muğla,107690293,GASTRONOMİ VE MUTFAK SANATLARI,Devlet,Muğla Sıtkı Koçman Ü.,Turizm Fak.,Örgün,-,"368,9234",29.400,40,40,0,"100,0%",-25.042,-,"384,5215",54.442,65,65,-,"100,0%",-
İstanbul,201790271,GASTRONOMİ VE MUTFAK SANATLARI,Vakıf,İstanbul Gedik Ü.,Mimarlık ve Tasarım Fak.,Burslu,-,"366,9017",31.700,7,7,0,"100,0%",-17.846,-,"387,4514",49.546,7,7,-,"100,0%",-
Antalya,110510169,GASTRONOMİ VE MUTFAK SANATLARI,Devlet,Alanya Alaaddin Keykubat Ü.,Turizm Fak.,Örgün,-,"366,6176",32.000,65,65,0,"100,0%",-18.685,-,"386,7749",50.685,65,65,-,"100,0%",-
İstanbul,200851523,GASTRONOMİ VE MUTFAK SANATLARI,Vakıf,Beykoz Ü.,Sanat ve Tasarım Fak.,Burslu,-,"365,1278",33.900,3,3,0,"100,0%",-6.698,-,"393,2281",40.598,4,4,-,"100,0%",-
İstanbul,205090047,GASTRONOMİ VE MUTFAK SANATLARI,Vakıf,İstanbul Topkapı Ü.,"Güzel Sanatlar, Tasarım ve Mimarlık Fak.",Burslu,-,"364,7591",34.400,11,11,0,"100,0%",-3.042,-,"395,5488",37.442,5,5,-,"100,0%",-
Antalya,210100185,GASTRONOMİ VE MUTFAK SANATLARI,Vakıf,Alanya Ü.,Sanat ve Tasarım Fak.,Burslu,-,"364,1095",35.200,4,4,0,"100,0%",-6.998,-,"392,1484",42.198,3,3,-,"100,0%",-
İstanbul,202390214,GASTRONOMİ VE MUTFAK SANATLARI,Vakıf,İstanbul Arel Ü.,Güzel Sanatlar Fak.,Burslu,-,"363,9979",35.300,5,5,0,"100,0%",-11.732,-,"388,9619",47.032,4,4,-,"100,0%",-
Mersin,107410666,GASTRONOMİ VE MUTFAK SANATLARI,Devlet,Mersin Ü.,Turizm Fak.,Örgün,-,"362,7260",37.100,65,65,0,"100,0%",-17.628,-,"384,3656",54.728,65,65,-,"100,0%",-
İstanbul,105410275,GASTRONOMİ VE MUTFAK SANATLARI,Devlet,İstanbul Medeniyet Ü.,Turizm Fak.,Örgün,-,"361,5288",38.900,55,55,0,"100,0%",-8.193,-,"388,9288",47.093,55,55,-,"100,0%",-
Antalya,210200381,GASTRONOMİ VE MUTFAK SANATLARI,Vakıf,Antalya Belek Ü.,Sanat ve Tasarım Fak.,Burslu,-,"360,3221",40.600,5,5,0,"100,0%",-18.090,-,"382,1284",58.690,5,5,-,"100,0%",-
Bolu,100190154,GASTRONOMİ VE MUTFAK SANATLARI,Devlet,Bolu Abant İzzet Baysal Ü.,Turizm Fak.,Örgün,-,"359,5243",41.700,65,65,0,"100,0%",-15.581,-,"382,9159",57.281,65,65,-,"100,0%",-
Denizli,108610679,GASTRONOMİ VE MUTFAK SANATLARI,Devlet,Pamukkale Ü.,Turizm Fak.,Örgün,-,"358,6653",42.900,75,75,0,"100,0%",-17.252,-,"381,3152",60.152,75,75,-,"100,0%",-
Gaziantep,104210447,GASTRONOMİ VE MUTFAK SANATLARI,Devlet,Gaziantep Ü.,Turizm Fak.,Örgün,-,"357,6107",44.500,40,40,0,"100,0%",-14.663,-,"381,8699",59.163,65,65,-,"100,0%",-
Balıkesir,101510586,GASTRONOMİ VE MUTFAK SANATLARI,Devlet,Balıkesir Ü.,Turizm Fak.,Örgün,-,"357,4453",44.800,50,50,0,"100,0%",-17.539,-,"380,1702","m
62.339",50,50,-,"100,0%",-
Gaziantep,201650353,GASTRONOMİ VE MUTFAK SANATLARI,Vakıf,Hasan Kalyoncu Ü.,Turizm Fak.,Burslu,-,"355,4790",48.000,7,7,0,"100,0%",-7.680,-,"383,8301",55.680,6,6,-,"100,0%",-
Kocaeli,106910761,GASTRONOMİ VE MUTFAK SANATLARI,Devlet,Kocaeli Ü.,Turizm Fak.,Örgün,-,"354,6300",49.400,65,65,0,"100,0%",-15.410,-,"378,8818",64.810,65,65,-,"100,0%",-
Konya,108911611,GASTRONOMİ VE MUTFAK SANATLARI,Devlet,Selçuk Ü.,Turizm Fak.,Örgün,-,"354,0300",50.500,65,65,0,"100,0%",-17.448,-,"o
377,2871",67.948,65,65,-,"100,0%",-
Afyon,100410827,GASTRONOMİ VE MUTFAK SANATLARI,Devlet,Afyon Kocatepe Ü.,Turizm Fak.,Örgün,-,"352,1459",53.800,40,40,0,"100,0%",-26.317,-,"371,4919",80.117,65,65,-,"100,0%",-
Mersin,205590081,GASTRONOMİ VE MUTFAK SANATLARI,Vakıf,Toros Ü.,"Güzel Sanatlar, Tasarım ve Mimarlık Fak.",Burslu,-,"352,0594",54.000,5,5,0,"100,0%",-7.088,"c
-","380,8183",61.088,5,5,-,"100,0%",-
Sakarya,111890179,GASTRONOMİ VE MUTFAK SANATLARI,Devlet,Sakarya Uygulamalı Bilimler Ü.,Turizm Fak.,Örgün,-,"351,7723",54.500,60,60,0,"100,0%",-13.916,-,"377,0717",68.416,60,60,-,"100,0%",-
Kayseri,103590597,GASTRONOMİ VE MUTFAK SANATLARI,Devlet,Erciyes Ü.,Turizm Fak.,Örgün,-,"351,6882",54.700,25,25,0,"100,0%",".
-",-,-,Yeni,-,-,-,-,-
İstanbul,207590555,GASTRONOMİ VE MUTFAK SANATLARI,Vakıf,İstanbul Esenyurt Ü.,Sanat ve Sosyal Bilimler Fak.,Burslu,-,"350,5528",56.800,4,4,0,"100,0%",1.469,-,"384,0290",55.331,5,5,-,"100,0%",-
Nevşehir,203851860,GASTRONOMİ VE MUTFAK SANATLARI,Vakıf,Kapadokya Ü.,Uygulamalı Bilimler Y.O.,Burslu,-,"349,1200",59.400,13,13,0,"m
100,0%",-9.842,-,"376,6450",69.242,11,11,-,"100,0%",-
Balıkesir,101590217,GASTRONOMİ VE MUTFAK SANATLARI,Devlet,Balıkesir Ü.,Burhaniye Uygulamalı Bilimler Fak.,Örgün,-,"348,6281",60.500,45,45,0,"100,0%",-13.254,-,"374,4202",73.754,45,45,-,"100,0%",-
Gazimağusa,300190580,GASTRONOMİ VE MUTFAK SANATLARI,Kıbrıs,Doğu Akdeniz Ü.,Turizm Fak.,Burslu,İng.,"348,4467",60.900,9,9,0,"100,0%",-1.138,-,"380,3198",62.038,9,9,-,"100,0%",-
Çanakkale,102710624,GASTRONOMİ VE MUTFAK SANATLARI,Devlet,Çanakkale Onsekiz Mart Ü.,Gökçeada Uygulamalı Bilimler Y.O.,Örgün,-,"346,9986",63.900,55,"i
55",0,"100,0%",-14.591,-,"372,2041",78.491,55,55,-,"100,0%",-
Konya,107010361,GASTRONOMİ VE MUTFAK SANATLARI,Devlet,Necmettin Erbakan Ü.,Turizm Fak.,Örgün,-,"346,5200",64.900,"l
65",65,0,"100,0%",-21.998,-,"368,6020",86.898,65,65,-,"100,0%",-
Nevşehir,108010137,GASTRONOMİ VE MUTFAK SANATLARI,Devlet,Nevşehir Hacı Bektaş Veli Ü.,Turizm Fak.,Örgün,-,"345,5662",67.000,65,65,0,"100,0%",-20.741,-,"368,2366",87.741,65,65,-,"100,0%",-
Trabzon,200310669,GASTRONOMİ VE MUTFAK SANATLARI,Vakıf,Avrasya Ü.,Uygulamalı Bilimler Y.O.,Burslu,-,"342,3870","a
74.400",8,8,0,"100,0%",-6.394,-,"371,2159",80.794,5,5,-,"100,0%",-
Van,110290209,GASTRONOMİ VE MUTFAK SANATLARI,Devlet,Van Yüzüncü Yıl Ü.,Turizm Fak.,Örgün,-,"341,7842",75.900,45,45,0,"100,0%",-12.788,-,"367,8616",88.688,45,45,-,"100,0%",-
Kütahya,103290192,GASTRONOMİ VE MUTFAK SANATLARI,Devlet,Kütahya Dumlupınar Ü.,Tavşanlı Uygulamalı Bilimler Fak.,Örgün,-,"s
340,9833",77.900,35,35,0,"100,0%",-12.489,-,"367,1545",90.389,35,35,-,"100,0%",-
Düzce,103390272,GASTRONOMİ VE MUTFAK SANATLARI,Devlet,Düzce Ü.,Turizm Fak.,Örgün,-,"339,8928",80.600,45,45,0,"100,0%",-19.807,-,"363,2127",100.407,45,45,-,"100,0%",-
Ordu,108390152,GASTRONOMİ VE MUTFAK SANATLARI,Devlet,Ordu Ü.,Turizm Fak.,Örgün,"n
-","338,5179",84.200,60,60,0,"100,0%",-25.162,-,"359,8669",109.362,60,60,-,"100,0%",-
Kayseri,112370952,GASTRONOMİ VE MUTFAK SANATLARI,Devlet,Kayseri Ü.,Uygulamalı Bilimler Fak.,Örgün,-,"338,1827",85.100,20,20,0,"100,0%",-,-,-,Yeni,-,-,-,-,-
Gaziantep,111210039,GASTRONOMİ VE MUTFAK SANATLARI,Devlet,Gaziantep İslam Bilim ve Teknoloji Ü.,Güzel Sanatlar Tasarım ve Mimarlık Fak.,"u
Örgün",-,"337,7918",86.100,45,45,0,"100,0%",-12.667,-,"363,8400",98.767,45,45,-,"100,0%",-
Adana,110410426,GASTRONOMİ VE MUTFAK SANATLARI,Devlet,Adana Alparslan Türkeş Bilim ve Teknoloji Ü.,"İktisadi, İdari ve Sosyal Bilimler Fak.",Örgün,-,"337,0919",87.900,20,20,0,"100,0%",-,-,-,Yeni,-,-,-,-,-
Konya,108990533,GASTRONOMİ VE MUTFAK SANATLARI,Devlet,Selçuk Ü.,".
Beyşehir Ali Akkanat Turizm Fak.",Örgün,-,"336,4766",89.600,35,35,0,"100,0%",-22.949,-,"358,7615",112.549,35,35,-,"100,0%",-
Mardin,107190030,GASTRONOMİ VE MUTFAK SANATLARI,Devlet,Mardin Artuklu Ü.,Turizm Fak.,Örgün,-,"334,9555",93.800,40,40,0,"100,0%",-23.536,-,"357,1297",117.336,60,60,-,"100,0%",-
Burdur,107390329,GASTRONOMİ VE MUTFAK SANATLARI,Devlet,Burdur Mehmet Akif Ersoy Ü.,"w
Turizm Fak.",Örgün,-,"334,9015",94.000,65,65,0,"100,0%",-19.529,-,"358,4138",113.529,65,65,-,"100,0%",-
İstanbul,204890167,GASTRONOMİ VE MUTFAK SANATLARI,Vakıf,Özyeğin Ü.,Uygulamalı Bilimler Fak.,%50 İnd.,İng.,"334,6149",94.800,29,29,0,"100,0%",-193.122,₺495.700,"316,7845",287.922,32,32,-,"100,0%",₺340.000
